process,energy,pat_sign,pat_len,geom_sign,geom_len
42,34.422320,10.255689,0.429552,13.552155,0.677789
32,64.834600,17.794634,2.050108,15.450302,1.477175
32,147.788401,5.269686,0.760464,3.919333,0.874928
23,33.278485,4.894889,0.069852,8.925176,0.286179
32,65.202309,6.224969,0.173577,3.473281,0.338519
32,36.428211,4.406007,0.043865,2.781437,0.260415
42,84.243734,3.625727,0.038795,2.473514,0.180692
32,47.081502,3.365059,0.039472,2.076630,0.140345
32,47.069841,5.182137,0.072146,9.738117,0.267297
32,36.521493,10.487294,0.115790,193.252563,0.335908
23,65.483504,9.891256,0.851895,2.796593,0.952875
42,81.999703,2.558445,0.019820,2.246334,0.185800
23,55.262808,1.622704,0.022431,6.239113,0.153559
32,170.551360,8.393542,1.034333,2.441924,0.957847
32,34.270990,6.079268,0.110088,2.381532,0.260954
23,47.369105,1.917278,0.166782,2.869619,0.336282
32,87.396264,13.305097,1.274845,2.403017,0.953861
32,71.893535,5.729541,0.133857,2.634907,0.545388
42,36.455939,3.338467,0.105603,3.191588,0.379085
32,36.582135,5.630059,0.040037,4.397327,0.201004
32,58.962876,3.178022,0.065877,2.112042,0.157995
32,35.360515,10.718164,0.149728,5.578840,0.371865
42,386.412683,35.433464,62.308670,4.150120,7.454825
23,79.604730,3.843475,0.369423,24.962572,0.570735
24,35.903626,32.353493,1.713046,3.101000,1.045528
24,93.639007,23.551296,14.724630,4.389964,0.453628
32,73.509702,13.305395,0.318626,2.735159,0.491063
24,72.759540,41.177544,5.763290,5.971391,2.471137
42,59.694346,18.262518,0.906163,7.550010,0.995112
32,160.932232,4.241410,0.387542,16.618008,0.545098
24,46.210709,17.883818,0.402888,5.180219,0.558428
42,73.230265,29.967270,1.361501,11.943086,1.152331
23,53.749626,7.099563,0.089894,2.959366,0.325821
42,106.532109,28.874119,5.369319,8.023289,2.311872
42,317.317452,8.807422,4.784099,2.284413,2.624398
32,47.766577,8.267662,0.832692,10.885077,0.952975
32,52.185813,7.146751,0.381185,4.371555,0.544710
42,112.352741,6.115893,0.262694,2.318224,0.573042
42,63.949686,6.688208,0.186493,6.273415,0.460285
23,98.857190,10.947197,2.161674,50.274738,1.456289
42,34.797084,3.212471,0.028209,2.990440,0.164357
23,74.569072,4.311464,0.278248,10.348397,0.589592
32,144.878979,14.965781,5.439516,16.569576,2.187817
42,140.614298,3.000877,0.360555,8.884077,0.545982
42,206.561262,12.005630,4.846146,4.079900,1.907123
24,34.703188,16.084093,3.374196,3.414037,2.577874
23,67.167952,34.971218,3.500673,48.416134,1.815244
24,101.169172,15.254704,4.595502,5.769214,1.999120
32,50.189419,6.600768,0.178040,2.848258,0.503367
42,112.275373,5.991205,0.596891,2.172894,0.805123
42,31.832483,3.854353,0.018259,4.383921,0.245291
32,68.317700,10.865453,0.850229,2.872644,0.828608
42,40.978227,14.048919,0.285413,2.256901,0.476617
32,250.628518,4.017972,3.120203,3.387983,1.711880
32,69.191550,15.635898,0.859985,2.434760,1.032664
24,90.311319,2.410786,0.026522,51.462860,0.164310
42,34.851969,7.329863,0.075940,7.471487,0.262937
23,126.160862,2.432526,0.390803,3.231494,0.741835
23,33.191845,1.763616,0.008790,2.142323,0.113979
32,139.099421,46.638157,27.722771,11.305273,5.182528
32,40.836423,6.233783,0.084643,5.159851,0.267641
32,51.576331,9.022120,0.214257,3.324122,0.537711
32,88.915682,10.893440,0.748441,2.662922,0.884474
42,135.787065,7.522217,2.049162,7.428893,1.503693
32,55.486211,19.608118,1.039237,12.578032,0.935646
23,30.826092,5.817074,0.152269,2.314409,0.359267
32,49.061267,5.019080,0.085095,3.163831,0.299517
42,88.190410,16.905531,2.918798,8.645802,1.700568
24,59.839268,12.647973,0.280460,2.595839,0.599616
42,74.145325,12.132211,1.735657,2.023744,1.587277
32,62.188716,8.387052,0.147280,3.535655,0.433804
32,37.213445,3.544986,0.094501,8.348611,0.288680
42,89.185533,1.506782,0.021424,3.006575,0.196301
32,94.334290,31.441406,2.783280,21.189518,1.723210
42,146.477862,11.288130,1.508319,8.367908,1.200633
32,57.051262,17.900347,1.411492,7.358838,1.114485
23,44.239379,2.537864,0.024047,4.861802,0.151634
24,57.986880,12.811906,0.666698,21.246801,0.796800
24,104.526719,35.262779,7.488976,4.433253,2.842892
23,66.211975,0.768650,0.004814,2.935481,0.067598
42,80.320845,21.049442,0.937388,2.567076,1.046888
23,38.722301,6.275127,0.081534,7.016667,0.302793
32,133.315492,5.915796,0.337094,3.485210,0.601068
32,144.225130,4.766310,0.785322,7.300197,0.791802
32,38.812931,5.824757,0.079347,4.987184,0.267462
32,74.693950,8.424000,0.701353,4.255445,0.840303
24,157.886689,25.536285,4.678157,11.049551,2.023424
42,368.305715,10.496303,8.329158,6.228171,2.434260
32,63.170791,9.373434,0.120807,3.642058,0.327839
32,62.145719,5.960441,0.184492,4.488812,0.453643
24,61.456355,20.449492,7.356547,13.355132,2.663857
23,54.507655,15.298226,0.526157,10.020653,0.733663
32,80.832634,14.003906,1.774910,2.456735,1.181046
32,98.028131,6.878213,0.285928,2.159977,0.464270
32,70.894063,3.043480,0.103241,2.167186,0.386380
42,47.635253,5.413497,0.759439,3.037227,0.744120
32,88.833450,91.918686,13.193204,5.459913,3.532096
24,90.689004,21.050194,1.846564,15.095757,1.346156
32,32.482797,20.731497,0.705870,16.811996,0.839176
32,129.787507,37.973087,54.969559,18.326773,6.948465
42,137.652991,4.006458,0.287022,3.399868,0.511903
42,112.264598,10.263088,1.622283,3.180276,1.381669
42,79.417294,11.123442,0.660619,2.453314,0.639270
24,139.823585,17.793959,8.105711,4.099099,2.886736
32,209.979877,40.622356,31.053019,29.053598,5.513727
32,141.591709,6.878432,1.030512,28.923607,0.986377
32,115.432969,6.613468,0.559726,7.693325,0.671571
42,210.517710,6.313199,1.340691,3.513767,1.184527
32,34.115371,2.665606,0.021146,2.534311,0.115163
32,124.531398,10.044143,1.668315,4.124922,1.185513
42,96.743005,30.559542,2.457205,9.600550,1.435724
42,39.629657,8.111274,0.229471,3.134385,0.450099
32,47.191725,13.134897,0.239965,4.302001,0.537050
23,38.781879,4.781122,0.026336,2.238125,0.155762
32,69.723568,9.864267,0.415710,2.816028,0.585293
32,166.429250,7.005991,4.872884,3.124192,1.527166
42,121.801391,15.155752,7.088999,20.922241,3.024059
42,76.575273,8.451693,0.315992,4.355774,0.457385
42,51.408048,9.988520,0.302165,5.965960,0.530265
23,34.640048,3.473848,0.030887,6.400262,0.165271
42,58.238726,10.521453,0.686468,2.691952,0.742953
42,61.690625,25.986969,3.058351,4.209385,1.464139
23,53.083796,8.424118,0.312267,2.531414,0.427988
21,67.332163,2.597830,0.052538,2.376184,0.236107
24,63.809946,30.586971,3.172323,9.839027,1.775510
24,96.996093,17.014458,2.833538,5.892892,1.527636
32,42.067379,3.168245,0.054507,20.871412,0.223470
32,35.232350,3.746948,0.070592,3.368830,0.201927
32,280.737602,16.880291,10.185541,24.254379,3.208144
24,50.190689,13.626116,0.951087,2.214098,0.877515
24,39.461345,21.644211,0.657478,3.092164,0.733765
42,418.284152,7.332518,2.898231,4.617509,1.621970
32,158.585514,10.647158,6.672824,10.840198,2.591671
32,101.021311,6.801779,0.761005,2.832811,0.836205
32,252.931397,1.577352,0.065745,3.325591,0.312787
21,85.168786,1.983521,0.034343,4.150418,0.180113
23,67.458059,33.118668,5.172870,4.827857,2.175144
23,35.548672,4.153048,0.013117,2.657227,0.125975
24,175.292231,9.763648,8.968745,8.392593,3.132399
23,33.864838,23.097860,1.218719,14.448197,1.012875
32,176.254884,4.817567,0.655913,3.508884,0.899764
32,219.849792,2.357924,0.247073,4.141011,0.434645
32,52.253945,2.930019,0.024820,2.585155,0.152288
42,52.474803,17.012999,0.528796,20.462500,0.709768
42,44.973319,17.561260,0.733574,8.663849,0.887807
32,48.295664,5.190791,0.156840,13.566956,0.326135
32,68.003386,11.902909,1.188800,4.642417,1.009016
21,56.862516,3.436929,0.074273,2.623827,0.240650
32,40.529554,6.092509,0.163129,4.949646,0.360579
32,159.442219,3.666194,0.203128,2.531383,0.500898
42,47.056913,2.882502,0.042077,6.325997,0.283275
32,51.205650,4.580114,0.103871,27.815985,0.380821
32,64.252853,10.325022,0.407702,3.743402,0.545746
42,46.272124,5.336785,0.054571,3.320960,0.202965
32,82.200237,6.628621,0.917748,22.806568,0.887938
32,83.853137,11.106075,1.016209,4.966376,1.155096
32,145.377855,9.589889,0.754522,6.038013,0.765097
42,34.074654,4.209024,0.029837,6.188766,0.169480
32,51.585178,3.827598,0.077451,2.478731,0.280878
42,169.019099,16.274376,2.914613,4.883237,1.841458
32,87.193422,8.435802,0.603994,5.759638,0.705957
32,106.761616,12.941366,0.472324,4.612632,0.639083
24,145.532824,11.782621,2.512046,4.165364,1.479547
32,111.529542,7.666491,1.306165,32.031113,1.105212
23,32.062289,10.773593,0.207670,5.538152,0.532173
32,48.495141,12.434092,0.879319,18.203642,0.970866
32,42.146309,19.738482,0.998347,5.038618,0.961284
32,52.576633,3.533780,0.035448,2.945168,0.219381
24,40.926388,15.471955,0.955023,11.473734,1.023463
24,38.574289,18.863529,1.233153,11.696808,1.124988
42,102.892151,7.627337,0.328978,2.251109,0.719831
32,52.045920,6.237587,0.111970,2.246170,0.421764
32,91.151711,12.767584,2.645281,2.617636,1.669709
21,82.585831,4.996856,0.279078,3.496935,0.535612
24,66.363597,5.143814,0.302144,2.511832,0.533940
32,45.851612,2.347013,0.029317,4.058758,0.182396
42,43.776885,5.821599,0.081022,32.502117,0.299296
42,85.028601,4.809212,0.419495,3.183863,0.525792
42,66.288652,7.312586,0.294667,7.854227,0.588664
24,59.620063,6.319083,0.339423,3.207300,0.620581
32,213.583583,27.031816,5.543004,28.632746,2.145003
32,38.760430,7.569480,0.104278,9.002769,0.312542
24,55.835424,11.626226,0.209999,2.388297,0.435624
32,288.030665,23.127844,19.671413,5.648724,4.192484
32,41.283096,11.767114,0.173217,12.316020,0.393068
42,45.992542,5.187605,0.052528,3.324126,0.217777
42,64.984026,6.910071,0.128050,6.544992,0.375775
24,44.398557,23.547375,2.642901,2.326970,1.251036
32,95.616912,6.649380,0.579969,13.157243,0.691626
23,46.855538,79.370689,7.293876,2.515663,2.437669
32,111.239796,78.613373,34.784222,28.667599,5.730461
32,95.177440,17.249241,0.551484,6.278836,0.754859
42,78.050861,5.619061,0.315419,3.233048,0.540490
24,32.979695,16.339756,0.218490,6.868638,0.421603
24,33.621801,13.131281,0.144041,6.579775,0.367874
32,104.740233,5.292895,0.332922,4.428769,0.642975
23,144.828005,9.182688,1.490929,2.370779,1.218133
32,605.247909,6.294761,4.898622,2.821158,1.974020
21,42.160035,1.984749,0.009773,2.015392,0.093429
32,50.164421,8.103348,0.138355,10.997932,0.396268
24,34.719894,38.275665,1.590125,14.364850,1.253528
32,85.849943,5.863982,0.348081,2.271445,0.405847
42,102.143382,9.650452,0.537266,7.548812,0.691510
32,60.156228,14.416941,0.890371,3.260424,0.890102
32,57.007531,37.465359,1.726780,25.423536,1.275906
42,177.685236,19.771044,11.992466,4.642452,3.647229
24,33.648895,13.047962,0.403552,3.646073,0.623081
42,44.306513,11.132664,0.308795,2.492831,0.496480
24,45.192179,12.870427,0.776438,2.051548,0.927081
32,239.966022,1.086492,0.122424,2.319097,0.411988
32,66.558260,16.053112,1.402550,5.090157,1.261349
32,82.253155,13.146247,1.310673,11.994830,1.142949
32,91.470682,10.398380,0.957737,3.684525,1.008847
42,59.519977,9.308182,0.605753,11.194002,0.839783
23,177.350151,10.631542,11.500366,3.354031,3.531110
21,82.288722,1.319760,0.003643,4.779687,0.182398
32,50.908046,5.487214,0.197336,6.988000,0.475286
32,91.752944,23.933607,2.177024,92.044868,1.437509
21,30.557394,5.744180,0.130085,4.631043,0.237236
24,74.279295,3.313467,0.126621,2.225314,0.369399
32,78.239651,4.510744,0.055309,2.071407,0.231926
23,38.089508,13.811564,0.265936,5.165378,0.510398
42,42.438406,6.177936,0.294077,2.885749,0.554714
32,280.134588,2.584666,0.130896,13.600680,0.358764
32,85.500299,1.366276,0.014546,6.290545,0.151851
32,48.331620,1.683286,0.007492,2.250874,0.095650
42,89.852690,7.762634,0.378113,4.793952,0.612157
32,53.829179,6.401744,0.172269,5.655886,0.373874
23,30.471608,3.218670,0.032804,3.599164,0.175227
42,94.754567,4.979910,0.233379,5.335136,0.442889
24,133.085949,4.487474,0.325320,12.308612,0.554397
42,166.096147,16.719051,2.859978,2.245771,1.915389
32,72.761321,19.606968,0.987943,15.288539,0.986197
42,141.037974,4.949059,0.567100,2.988804,0.846381
24,43.437976,20.055716,1.684608,57.949291,1.350558
32,34.099980,4.033947,0.036842,5.739948,0.212095
32,110.551174,20.300488,2.114178,12.888340,1.423032
42,65.054068,9.747252,0.526140,5.991007,0.687831
24,83.988930,5.547201,0.267513,25.253010,0.534198
32,118.842781,11.831946,2.203403,2.403290,1.363117
42,42.633620,10.156141,0.214643,8.336167,0.494559
42,79.096519,48.879059,5.420919,6.916204,2.447138
32,33.680136,1.716536,0.011558,6.313466,0.095846
32,32.932640,4.847866,0.044574,2.130453,0.276444
23,47.218851,12.557996,0.242423,6.213697,0.502734
42,100.529827,16.265087,1.589543,4.740316,1.201897
24,103.426115,45.680630,12.973158,8.789258,3.630380
32,49.871947,9.003080,0.246163,43.515793,0.507747
42,108.992776,7.579875,0.643541,2.523436,0.868277
21,69.163554,2.882047,0.055006,2.935632,0.279915
23,54.717782,2.117790,0.107962,3.361068,0.371938
32,55.020056,1.780723,0.006315,5.106257,0.113603
32,82.789053,6.684767,0.454168,5.561058,0.768021
42,41.322380,7.959459,0.128822,27.940241,0.379866
42,148.341390,31.218079,4.740932,7.009958,2.276728
32,78.965719,30.737577,2.524243,10.197332,1.464948
42,89.138615,5.385010,0.113427,2.477807,0.375951
24,86.054038,3.660336,0.109742,20.281485,0.315513
32,117.630064,17.984875,1.851138,8.829758,1.296936
24,46.041714,13.259727,1.408450,4.137891,0.998232
32,98.187141,19.557203,2.931177,10.313696,1.728154
42,100.121456,9.761225,0.452456,2.837140,0.613306
32,34.082149,1.424734,0.022920,2.985879,0.126775
24,59.703866,35.122681,2.701951,8.637249,1.653693
42,38.838656,11.510267,0.192733,11.425115,0.432266
42,189.725278,8.877164,2.516394,7.162154,1.596506
32,46.841831,4.544645,0.033536,2.075392,0.210843
42,54.490056,21.739904,1.218596,14.985134,1.032773
23,79.719969,6.468705,0.722381,13.593562,0.827532
42,189.554138,15.535264,11.394107,5.460153,3.521831
32,49.159884,2.982092,0.030022,2.073595,0.152380
23,81.302167,21.734632,1.156451,7.976071,1.189178
32,188.850142,7.564815,4.356880,8.270420,2.272991
42,83.171547,7.373283,0.562351,3.519108,0.792453
24,56.685860,18.933853,3.129758,6.363895,1.595391
32,49.578865,4.842620,0.107457,3.767061,0.367057
23,107.597165,7.193928,0.611374,5.256313,0.495352
32,48.005958,5.835191,0.101969,6.688052,0.338518
32,46.040624,5.414742,0.098298,9.996687,0.310954
32,75.320039,14.633241,0.455848,5.394936,0.715712
32,42.464212,2.395818,0.030195,10.049733,0.197231
32,51.092790,35.285332,2.548089,10.536588,1.543010
24,80.543907,15.227105,1.160025,6.473380,1.049327
42,147.660786,15.044805,6.310074,5.939725,1.188554
24,38.267896,8.949524,0.203624,6.094529,0.440449
32,50.734029,3.552136,0.018917,2.973490,0.153283
24,59.269087,17.628456,1.335605,18.331533,1.070527
42,55.609422,8.224974,0.204220,3.424764,0.474483
21,41.417752,1.247709,0.005603,3.904756,0.078349
32,57.961260,4.095368,0.174280,4.238090,0.399112
32,111.809815,5.609457,0.117465,2.680396,0.357491
42,35.988717,7.039427,0.291127,2.100658,0.451043
32,97.069985,6.390167,0.581231,11.304399,0.752036
24,40.869343,12.021753,0.259131,2.290502,0.560817
24,107.788393,33.670086,5.686919,22.305971,2.383512
42,44.437219,8.846601,0.186167,2.059237,0.457250
23,74.778679,2.087434,0.022919,2.880327,0.185872
32,114.981514,26.381365,2.243109,5.817009,1.612814
42,39.493330,9.851133,0.193225,4.685700,0.410486
42,80.266695,2.749753,0.039138,2.116283,0.178769
42,97.336072,18.830807,1.405961,15.211036,1.275932
32,115.420437,19.275066,2.689221,7.018826,1.394562
32,92.666281,2.951315,0.097550,4.806859,0.325333
23,131.693758,8.267344,4.594387,24.729555,2.078946
32,63.239802,5.230755,0.154889,2.212873,0.501196
32,41.534799,6.927290,0.183041,10.476616,0.405876
42,36.201098,4.101550,0.088815,4.071044,0.298632
32,94.415145,5.975185,0.240369,2.762298,0.573225
24,111.567225,9.956865,0.519199,4.018407,0.787575
32,140.647283,7.352609,1.597828,4.963075,1.228323
42,63.002549,19.596745,1.291126,5.583108,1.215316
32,90.183162,10.347086,0.765438,2.620244,0.783270
24,41.880402,57.076908,1.653655,132.582016,1.246970
24,53.496483,7.182751,1.232091,8.740510,1.104451
24,42.191096,25.364017,0.983296,16.569778,0.990029
24,64.252492,34.043892,1.899249,192.425537,1.371434
42,83.796349,7.887785,0.751893,4.084002,0.906564
42,144.786979,7.041187,1.868219,3.075131,1.336615
42,71.934070,33.850327,2.836068,350.501343,1.623526
32,147.985698,17.846220,5.587190,2.105428,2.071982
32,45.667669,5.944738,0.052127,3.167427,0.213018
42,45.400880,5.670135,0.120049,5.331124,0.331680
24,91.550008,6.635113,0.391878,3.430982,0.795560
42,88.964559,23.508335,2.165322,6.452757,1.503482
32,53.243815,3.638976,0.065889,5.820805,0.271876
32,75.829493,3.361509,0.162801,7.090199,0.437610
32,43.178970,24.720612,1.719646,3.435983,1.395276
42,119.298240,4.311386,0.206249,13.442994,0.444356
23,44.228185,28.639507,0.801392,27.252451,0.889165
42,55.003433,12.908918,0.619591,4.036106,0.824338
23,97.021958,8.203854,0.443093,6.931940,0.735036
32,175.342733,4.829605,0.593979,17.838167,0.738732
32,37.114467,19.258059,0.499777,5.443037,0.672430
23,81.826298,16.745083,0.843752,12.148298,0.897534
42,43.107817,4.148416,0.037813,5.214941,0.194610
24,161.249680,3.212785,1.596138,7.756786,1.260444
42,43.211024,9.757042,0.300660,2.372792,0.546601
24,60.838637,16.100878,2.193987,92.199951,1.438080
24,111.188240,25.978624,6.308183,2.001818,3.088707
32,47.204198,3.131119,0.071384,2.981750,0.410567
24,39.290396,114.022934,7.070733,29.585228,2.704902
42,34.224320,3.033569,0.017951,2.828877,0.116459
32,181.145135,13.799470,6.036139,4.440567,2.557360
32,89.002006,17.146111,3.032873,4.499648,1.434908
42,89.961171,27.727703,3.837898,8.943685,1.936437
42,132.867775,9.837597,0.631464,5.086525,0.757224
32,146.695612,13.444480,17.080904,9.823498,4.089651
24,39.766001,20.250690,0.397100,28.330492,0.612200
42,209.617576,5.647567,0.693085,6.533535,0.893408
32,106.986201,13.982258,3.156574,30.580923,1.782298
32,36.290917,17.265982,0.528335,8.280295,0.737897
32,37.846753,6.845881,0.154586,7.267617,0.435317
42,40.383349,10.047901,0.290101,4.555906,0.530264
42,39.464138,9.544506,0.106907,4.613483,0.323688
24,52.637910,29.057060,10.063714,25.390985,2.869652
32,54.108347,17.465584,1.875595,14.267002,1.335420
42,43.260953,3.723655,0.019648,3.834023,0.138015
42,59.098984,6.363153,0.179790,2.791168,0.434124
32,38.070117,14.208557,0.422432,3.590821,0.652377
42,58.459213,6.634226,0.202144,3.651079,0.496860
32,30.494332,17.453686,1.029662,156.554413,0.996668
32,202.671355,3.310423,1.502244,2.778599,1.330361
42,122.089575,4.878584,0.502591,2.957803,0.776336
23,34.386072,19.856604,0.534287,4.832697,0.682288
32,31.201592,32.730194,2.160749,9.205152,1.463555
23,57.252684,1.500566,0.013740,44.731373,0.123329
32,529.141136,12.790694,20.798309,21.006372,4.512082
32,109.259372,18.000229,5.124549,4.796257,2.419415
42,52.166065,13.995006,0.325273,5.480693,0.549546
32,68.975885,6.862055,0.776870,16.901882,0.972831
42,40.949140,2.021822,0.031618,5.194738,0.235937
42,68.664534,5.179173,0.293241,3.792874,0.646802
32,120.014912,6.082403,1.078320,2.079317,1.381769
21,178.460571,3.788866,0.255296,3.533704,0.457287
42,40.284064,5.385205,0.047493,8.594914,0.213637
23,35.714376,16.178612,0.440424,10.169047,0.661190
32,52.244357,5.717721,0.296597,2.244125,0.492745
42,233.649248,7.399518,1.316541,3.483560,0.907035
32,81.857816,3.438905,0.107855,8.714266,0.330039
42,56.644322,9.615276,0.323136,6.952689,0.534367
32,44.076374,13.213977,0.200216,17.084194,0.437109
32,41.568576,13.731453,0.358056,25.289230,0.607353
23,32.790433,4.677138,0.053627,2.697227,0.234950
24,153.194400,7.162496,1.921819,2.676416,1.537945
32,95.827778,6.552252,0.249947,2.559799,0.615429
32,147.507220,11.577350,1.921183,107.203918,1.368440
32,219.014821,2.275078,0.140937,2.497090,0.477671
32,59.361134,5.754842,0.280266,5.385726,0.500744
23,47.185413,11.448283,0.669652,6.391221,0.873165
23,56.463771,24.215231,1.450102,6.346851,1.230694
24,46.982644,21.578583,1.179417,4.408469,1.094248
42,72.182650,4.158209,0.103392,2.020411,0.372079
32,144.963881,8.302619,3.283240,17.747236,1.824533
42,58.297840,5.143698,0.068020,2.136279,0.260082
42,138.749496,4.859557,1.585582,4.372148,1.217145
42,94.558427,6.663303,0.954935,13.232472,0.944626
42,95.824524,14.292644,2.326924,10.508675,1.482183
23,193.583040,15.156281,9.761176,2.750259,3.809713
32,57.621091,3.153528,0.034271,2.422457,0.261925
42,67.123248,2.660163,0.052576,9.704045,0.233759
24,44.793136,38.355751,3.305818,10.594708,1.866722
32,36.792061,4.791789,0.043221,4.933331,0.219402
23,74.231532,20.361284,1.821807,27.072008,1.383780
24,62.958593,6.921297,0.148593,47.370396,0.424661
24,55.155528,7.576955,0.548922,52.062111,0.717665
24,65.811937,58.371784,10.340743,23.621538,3.058380
32,44.734443,24.100548,0.658287,4.771781,0.784169
32,68.442946,19.938595,0.815915,9.614342,0.927673
24,160.867599,19.986284,12.171446,4.433803,3.271451
23,33.556022,2.012766,0.005041,2.854991,0.072851
42,64.649426,5.760767,0.129423,2.045094,0.352946
42,110.783468,14.640344,2.743060,7.712624,1.755538
23,75.221476,30.191885,3.937017,14.127466,2.006206
42,88.042734,7.490072,0.573952,4.301279,0.783750
24,58.182483,8.172352,0.911350,8.678391,0.868029
32,72.627519,10.227365,0.811032,4.133835,0.882954
23,40.879559,29.836348,1.393810,32.649750,0.965382
32,80.167653,13.075224,0.541680,4.365952,0.839408
24,81.985999,27.347473,8.187510,4.564389,2.965437
32,40.520624,6.058339,0.137412,2.341580,0.316951
24,30.396683,20.686218,0.347204,3.662982,0.638395
42,76.658133,16.673838,0.740122,3.778693,1.036958
24,104.568145,51.217667,3.694133,17.984253,1.981847
32,63.134979,12.512728,0.322011,4.612684,0.603139
42,132.986637,7.212164,0.511389,8.282097,0.811367
32,37.335194,13.154123,0.549373,12.275188,0.734762
32,93.146565,3.338335,0.033220,3.497943,0.143716
42,104.848469,14.838127,5.278598,5.631695,2.339388
42,44.522441,5.049419,0.041763,6.419672,0.218400
42,74.702235,23.133141,2.173024,7.156108,1.431749
32,70.810580,11.368844,0.709011,4.453787,0.892615
24,83.847057,7.050218,0.430314,13.293335,0.643038
32,113.506531,29.479435,6.056474,6.997675,2.557914
42,76.722714,10.663468,0.445392,7.378841,0.752267
32,64.533733,30.202635,1.908535,24.732885,1.415375
32,106.451418,3.642535,0.131871,2.461652,0.383478
24,108.670285,52.057941,11.200434,31.526358,3.420909
23,30.891091,2.631634,0.015424,5.334174,0.101128
32,70.792320,20.569057,1.154682,12.093112,1.002480
32,247.510108,9.586824,4.795174,6.587443,2.080776
42,61.407771,10.661877,0.282670,5.679071,0.534281
24,97.921254,70.476219,27.116985,13.088251,5.003250
42,69.158874,12.266920,0.335291,2.976751,0.600715
32,41.353912,10.772444,0.296023,2.638080,0.640504
23,193.161587,14.891698,10.877701,9.241126,3.121212
32,42.929713,44.448128,3.830622,31.379173,1.937612
42,70.461027,7.228721,0.193885,5.973887,0.453414
32,102.265884,10.868172,0.844316,8.918880,0.864378
42,118.846494,3.705896,0.313298,2.236027,0.504058
42,191.771967,21.135647,8.830187,22.268593,2.769372
42,45.869230,6.010488,0.063486,13.211691,0.216495
24,33.140092,29.385462,1.157450,2.441059,0.928054
32,86.252509,4.740007,0.232610,2.495163,0.436555
32,53.987253,5.728339,0.199712,10.379281,0.537956
32,115.707232,14.594268,1.768417,7.284733,1.277922
32,86.217743,6.779106,0.394918,5.600028,0.617190
42,108.101225,4.216510,0.245204,3.324212,0.436223
42,83.740618,5.787573,0.247608,10.575966,0.463706
32,112.735564,10.453082,0.478410,3.593325,0.622754
32,59.106358,4.502411,0.094131,2.084283,0.309206
32,50.875620,22.996803,1.132393,3.793344,0.987201
32,104.470446,7.587799,1.320495,3.545964,1.130344
32,77.232299,6.313000,0.497036,5.639888,0.662523
42,50.616770,19.854237,1.256110,6.848065,1.090321
24,47.370061,43.334530,2.653191,4.944778,1.616894
32,56.887892,13.934153,0.344423,5.133960,0.579613
24,92.509206,96.807899,36.487465,6.274952,4.618455
32,84.536442,4.840812,0.263984,17.764254,0.475200
42,45.106162,4.825444,0.235429,2.283370,0.362668
42,254.295494,8.918138,5.938675,5.206183,2.485204
32,85.831979,24.497307,2.188152,19.042048,1.479921
32,155.568988,8.304574,1.230029,2.255509,1.195819
32,51.485478,6.301792,0.140905,11.212596,0.387353
42,76.811209,3.461867,0.123549,2.066791,0.382172
24,121.035506,34.995537,3.259947,9.354783,1.826579
32,99.313977,5.600894,0.250137,3.274243,0.390044
32,71.742848,11.454008,0.431028,5.889142,0.647671
32,48.991205,21.149755,2.059476,44.511421,1.500453
24,59.576968,6.857213,0.384296,8.956189,0.628310
32,61.844156,7.749986,0.201345,14.570746,0.457999
24,69.133304,65.409790,8.025904,13.358402,2.807443
23,124.163579,5.252876,0.386000,2.093879,0.280700
32,34.112238,13.937481,0.255143,10.370229,0.531912
42,74.976905,6.209153,0.568093,2.015852,0.717345
32,119.465739,2.637746,0.100310,3.196287,0.320307
32,71.964107,2.486776,0.033056,2.631152,0.210641
42,35.104141,7.170781,0.138592,2.454368,0.472178
42,170.019018,2.514510,0.516673,2.786692,0.648892
32,103.459997,28.615602,5.013667,2.515577,2.553171
32,59.982973,30.871840,2.484152,18.562178,1.532817
32,206.512959,10.145089,1.169256,4.163113,1.213388
24,49.539541,52.798069,6.191111,8.150434,2.602412
23,112.622441,11.303975,0.745266,4.783962,0.902341
24,40.202370,40.149494,1.167111,7.579847,1.036561
32,42.620446,3.386333,0.035817,4.332898,0.197526
24,74.548910,16.724415,5.017975,4.411535,2.174573
32,154.136478,8.079422,1.063550,4.482746,0.999557
32,87.308897,7.092361,0.553886,4.327938,0.766394
42,98.898761,35.738525,4.714805,17.326372,2.074346
23,45.441907,6.858782,0.159742,6.459186,0.393634
32,35.984071,2.256074,0.015041,2.348498,0.134691
32,136.887666,55.348152,11.798207,20.686420,3.643848
24,33.453125,36.791710,2.181296,9.213735,1.444597
23,72.736033,17.565603,1.410901,2.667933,1.074993
42,297.118571,8.145907,10.865966,6.199536,3.390789
32,78.041471,12.764727,0.923089,72.755592,0.934745
42,37.847415,9.067904,0.148621,2.112082,0.443305
32,58.688815,2.420983,0.017459,29.288696,0.131438
32,192.391239,9.170873,0.832420,4.674089,0.998420
23,178.960017,5.429552,0.744079,3.079018,0.864662
24,71.491955,23.271584,2.677889,4.041641,1.909107
42,77.718578,3.214560,0.039973,4.859714,0.206780
21,80.174798,6.465015,0.680194,6.594362,0.710574
42,53.839007,6.653031,0.148256,5.315310,0.362817
23,198.303559,9.206347,2.911773,2.254773,1.561733
32,49.215875,7.494431,0.301931,2.909608,0.597021
42,173.611023,8.796708,1.682658,2.297192,1.190289
