process,energy,pat_sign,pat_len,geom_sign,geom_len
24,63.890561,20.098207,2.490119,5.710725,1.630583
24,41.686339,10.063197,0.518847,2.419238,0.784494
32,129.553342,4.712292,0.188926,4.838368,0.417477
32,231.214945,20.064980,5.581839,13.035110,2.334662
32,208.019107,44.619446,54.253304,16.527525,7.299948
32,112.099075,2.344337,0.069780,4.419418,0.233421
23,85.348861,16.248329,2.718785,6.907739,1.573605
32,41.207166,20.063141,0.517638,6.750498,0.670006
23,32.247674,18.908142,0.337703,8.062546,0.585938
42,59.524592,3.252810,0.098114,2.111775,0.257811
42,71.858225,5.991406,0.276306,2.072372,0.517216
24,79.424050,27.042135,11.742155,6.921155,3.382505
21,64.528809,1.480999,0.046384,2.517489,0.249428
24,32.646872,50.568409,4.435647,17.955629,2.194736
42,42.775981,10.369813,0.283261,7.854499,0.537460
32,153.824576,12.540607,2.804362,5.944990,0.646009
23,87.707741,3.428586,0.113125,2.383649,0.419168
32,70.610131,20.107075,8.442399,2.774424,2.851943
24,65.731746,26.410767,3.133326,37.805717,1.740218
42,77.653773,6.048729,0.421031,6.080706,0.670107
32,54.774201,3.860152,0.056420,2.186411,0.282853
32,171.267936,13.868580,2.603416,4.087246,1.551538
42,69.107466,2.330873,0.041643,2.483648,0.215713
32,60.549767,3.095227,0.119128,3.229333,0.304423
32,35.527187,5.520766,0.108494,64.826538,0.252897
32,173.500737,5.586909,0.891761,2.434032,1.004115
32,55.862439,0.796176,0.016593,2.894978,0.114210
32,78.506569,13.037292,0.568849,7.947562,0.804445
42,154.306044,10.508172,2.126301,3.697775,1.442865
42,44.379421,11.042016,0.169828,6.045033,0.428775
23,76.669491,9.294704,1.020864,7.463639,1.024008
32,120.554190,21.629677,5.936120,3.462687,2.522705
32,72.844387,14.648417,1.687302,61.634747,1.235362
42,101.081488,5.119085,0.085444,2.476094,0.314210
23,60.645665,18.036314,0.834303,6.108624,0.885793
24,70.140059,19.796026,2.857246,4.286785,1.858530
32,40.789749,8.630547,0.136514,14.264021,0.350562
23,138.352406,29.428793,7.362549,2.983531,2.336432
32,82.709019,9.792905,1.029941,2.759145,0.959188
24,73.227344,25.832199,13.504335,5.175456,3.306118
42,79.035415,11.983553,0.479272,7.786264,0.627183
24,102.612947,14.150269,4.293441,26.146978,2.151559
32,66.976858,16.335329,1.269440,103.464432,1.022383
23,33.898463,3.723773,0.019247,6.684231,0.138573
24,99.776895,47.148575,11.578624,18.540352,3.607532
23,94.721608,7.155317,0.318136,4.686670,0.488014
32,88.916297,4.578537,0.083749,4.387836,0.340383
24,225.874964,26.510666,65.015213,3.207316,7.390753
23,54.513555,58.370480,5.949585,9.319688,2.485543
32,91.321412,6.528844,0.352065,2.402574,0.627005
32,35.920239,12.936395,0.188964,7.294787,0.415248
42,71.573639,4.348442,0.160478,10.419598,0.391288
21,40.906977,1.479557,0.004416,11.552726,0.075838
24,33.689250,13.092100,0.173977,3.591871,0.475492
32,47.698065,8.305515,0.186789,4.934760,0.493923
42,53.566015,2.946969,0.053269,9.626574,0.238299
24,98.037805,23.778746,3.471118,7.365502,1.780847
42,77.591490,12.352955,0.789837,25.675802,0.926870
42,83.415603,11.777435,1.094321,4.635558,1.019870
24,46.428131,7.711205,0.462165,5.175480,0.671919
32,205.787544,27.786888,10.291842,6.646854,3.641233
24,176.334769,7.910997,4.151936,3.645385,2.315886
32,64.876330,5.357423,0.157801,3.995209,0.297871
32,60.996587,4.234793,0.166590,9.909625,0.423615
23,77.269059,2.641809,0.077547,4.075834,0.301621
24,41.565386,12.664406,0.345752,9.499200,0.575076
23,52.758916,4.293085,0.068520,6.463426,0.291477
23,45.844832,8.850075,0.726867,26.392353,0.843911
24,100.565968,25.835772,6.285188,2.389433,1.950863
23,44.718868,38.336609,1.302320,8.218405,1.194557
23,32.902301,14.223597,0.205250,3.915291,0.458708
23,81.386976,3.612905,0.112996,2.242947,0.366289
32,33.931227,6.724480,0.275904,130.426468,0.555153
42,87.601061,10.857859,0.529713,6.703452,0.720319
24,103.442764,16.504314,0.651569,6.273054,0.806531
23,46.356829,23.720966,3.014618,81.348686,1.681134
42,44.657040,5.830305,0.061409,7.280005,0.243440
24,164.817325,32.213585,18.956240,2.800080,4.269579
32,35.947563,9.257546,0.220035,2.200059,0.472964
32,32.688168,3.754932,0.025455,4.833663,0.188786
23,128.319295,16.546032,3.693960,26.222107,1.891811
24,44.520151,9.413670,0.329402,6.460810,0.478328
32,78.075195,2.168722,0.055317,3.370960,0.207114
42,82.711035,11.161193,1.073594,4.571188,1.000340
42,49.551680,6.034004,0.115612,6.348668,0.296647
42,54.634915,11.566188,0.573347,2.360591,0.605122
23,37.081987,12.267196,0.298183,2.455667,0.603055
42,161.816997,5.716957,0.420048,7.204899,0.634922
32,49.350106,1.579306,0.021760,4.922841,0.087772
32,37.007083,9.670644,0.240791,2.255992,0.416162
24,68.076538,47.414410,7.639874,2.355425,3.055913
23,48.433360,13.524309,0.856661,2.073879,0.805000
32,32.881637,10.426308,0.308009,24.864534,0.544349
23,37.323810,2.482947,0.104476,2.191289,0.155375
42,94.587742,3.776815,0.165983,3.440873,0.467812
42,104.354221,9.363051,1.659916,4.312635,1.187509
23,42.651828,4.318136,0.026600,2.703324,0.141960
32,316.870059,10.331540,8.055391,11.920795,2.919205
42,333.335014,19.997545,68.228554,5.200445,6.614208
24,60.473461,2.681103,0.086989,3.028392,0.327253
32,35.121668,8.358745,0.265119,45.753082,0.489346
32,137.150883,7.015355,0.371483,2.757719,0.738890
32,40.750372,4.973270,0.098325,3.046358,0.336122
42,39.379071,3.163141,0.095228,4.501134,0.336548
32,42.120525,6.340650,0.085088,6.927224,0.296761
42,95.292675,8.866826,0.417482,12.794354,0.675812
42,63.565313,16.490282,0.564081,3.281293,0.724218
32,64.944839,4.780192,0.129275,9.603847,0.365076
42,71.712429,11.116489,0.281779,5.084917,0.565943
32,33.082765,6.266910,0.080365,33.323841,0.277731
24,44.307343,10.651377,0.226557,6.341637,0.450449
42,111.151790,11.448918,1.258849,2.526962,1.250808
32,70.663778,0.430054,0.034010,5.920734,0.285054
21,159.361844,2.568058,0.287401,2.287957,0.529630
32,201.466767,31.354916,16.648365,5.159718,4.408704
42,59.490880,10.274068,0.463757,3.281122,0.665305
42,99.639760,6.383816,0.258619,32.633442,0.629110
42,42.321386,6.025680,0.129835,4.059954,0.255176
23,62.244705,9.687951,0.432350,5.494491,0.647143
42,52.022509,3.460744,0.034082,2.870048,0.148265
32,41.389592,6.036906,0.189216,6.764876,0.410291
32,98.850251,5.777778,0.700216,14.119287,0.779615
32,51.390594,8.486898,0.218647,27.900034,0.485914
32,178.106714,6.832223,0.284415,5.823298,0.571733
32,62.944903,9.297108,0.252093,3.646494,0.661373
24,166.200130,92.241074,90.714119,18.227600,9.327126
32,39.214473,8.916180,0.226955,3.891905,0.464092
42,121.375059,20.060604,7.612667,4.404023,2.979633
42,47.538168,8.318831,0.185493,4.369302,0.412341
32,123.044272,22.189718,4.034464,8.551927,1.950277
42,67.038408,6.422130,0.260169,2.390393,0.450929
23,85.087016,5.927650,0.153509,5.393449,0.292585
24,77.504093,17.631655,2.865078,7.837402,1.731973
32,43.855241,6.075683,0.338870,9.538010,0.558458
42,68.391524,13.081809,0.628202,26.873865,0.772663
24,57.019017,13.224979,0.525079,12.360879,0.737706
32,110.340722,4.187660,0.216007,17.835278,0.432255
32,84.655591,15.203830,1.646595,28.745131,1.257160
42,94.531950,9.270762,1.033710,10.105614,0.949304
32,86.370972,6.612441,0.170602,6.178211,0.424587
23,150.034951,1.808743,0.110329,4.337720,0.325848
24,59.407229,11.095188,0.810944,5.179132,0.922380
32,168.584047,3.644795,0.486975,3.585876,0.728519
32,91.154464,11.719456,0.656592,2.320296,1.027712
32,126.162208,14.890733,3.674922,7.110713,1.881164
32,77.562282,23.786118,2.014655,42.290977,1.477537
32,78.762763,11.635984,0.492849,5.625509,0.758344
32,35.648890,11.845164,0.421816,13.462587,0.674186
42,132.911836,17.733009,5.185728,9.235874,2.256484
32,103.455602,9.409050,0.640379,4.312650,0.748800
32,67.071382,42.375751,2.325375,21.381123,1.524171
32,65.910102,8.796185,0.415153,8.550205,0.605904
42,117.882258,12.296110,1.816529,20.157364,1.354610
42,69.424912,8.394794,0.353208,8.050209,0.694164
32,49.917729,11.104534,0.702706,7.375124,0.834043
42,62.930184,2.037937,0.018186,2.421658,0.168796
24,36.813785,24.294493,3.040456,8.617173,2.157307
32,118.671338,21.371241,2.416796,361.415619,1.521190
32,43.566550,26.449337,1.091664,15.468432,0.999824
42,66.716344,6.184698,0.280582,3.612916,0.491041
42,154.521605,8.595900,4.190754,4.538394,2.001996
42,59.637059,13.217530,0.655027,4.658285,0.839489
42,134.518611,1.800029,0.076517,2.055480,0.310008
32,110.699676,17.241692,1.976599,22.251276,1.374915
23,44.584935,2.291500,0.127116,3.800157,0.407995
42,88.801278,14.197518,5.820660,25.625183,0.646750
42,66.411381,4.021235,0.122142,3.132266,0.342728
24,56.297751,46.859413,3.504918,90.445435,1.905019
32,55.543789,7.249317,0.662631,6.893881,0.576745
23,96.697971,10.178273,0.294193,2.507018,0.755704
24,88.173295,25.231213,3.657608,11.891793,1.678956
23,54.511566,4.532637,0.179008,3.258271,0.481854
23,45.629626,2.627328,0.019452,10.606436,0.142669
24,71.906583,21.174583,1.821923,19.490299,1.316218
42,34.991784,1.329145,0.018250,4.129924,0.184735
23,37.575970,17.728966,0.475055,15.160842,0.661555
23,43.185816,7.270018,0.143757,2.053905,0.370811
42,36.603009,7.087299,0.343195,4.165202,0.404833
42,56.153914,13.595092,0.782169,6.661840,0.860719
21,41.074259,2.276230,0.021124,2.872485,0.158147
24,53.676749,30.597996,2.265249,6.635411,1.598250
42,47.515353,8.039583,0.265992,4.002324,0.368401
42,121.862255,20.251005,2.866597,2.769826,1.506998
32,52.243063,5.790764,0.148490,5.611569,0.402847
42,45.092024,15.810084,0.482839,7.081429,0.675683
42,330.935956,13.743532,5.034710,17.135122,2.317486
32,48.120043,5.552733,0.338299,4.882957,0.549496
23,36.884478,37.490589,1.414219,186.846283,1.166381
32,97.935910,12.036922,3.303235,18.081303,1.836239
42,51.107416,16.474041,2.103154,11.980844,1.547259
32,44.333985,3.388068,0.027830,15.972855,0.171439
24,119.761673,72.233452,48.090454,15.997645,6.869919
23,246.439243,25.294609,13.350213,9.286837,3.764966
24,78.374507,17.925659,1.677975,5.901101,1.368385
42,61.422194,6.547054,0.424457,3.673083,0.645906
32,53.160533,9.472631,0.386824,2.259859,0.564291
32,149.219135,9.124880,0.762770,3.454914,0.926904
42,221.045323,24.082020,9.139653,18.345186,3.046925
32,39.625153,9.023268,0.089851,9.589652,0.284051
23,76.619649,30.004162,3.967074,6.401711,2.001613
21,154.388359,3.998895,0.598662,11.566944,0.426798
42,121.730049,5.994606,1.017282,4.718807,0.891618
32,85.928877,6.217075,0.494421,2.098417,0.736129
23,47.417994,23.545969,0.845073,10.494149,0.958647
32,54.786171,21.748596,2.070237,132.100037,1.442987
42,41.732382,12.374500,0.125147,11.498291,0.358847
32,49.919400,12.755619,0.502560,15.994343,0.649605
32,48.389370,4.751005,0.397004,5.666302,0.669545
32,56.249651,6.350577,0.188328,2.710265,0.413952
42,34.106272,3.561883,0.056412,4.316404,0.246745
32,37.148171,6.327910,0.067933,13.016835,0.238536
24,71.424532,5.942650,0.245620,3.693526,0.618980
42,77.974366,34.464729,2.422783,8.498341,1.699244
42,38.934859,11.526348,0.462554,14.345797,0.692280
23,80.459503,92.397629,6.902408,34.412426,2.717489
24,70.797061,12.152098,1.070504,15.679738,0.980507
42,193.346416,1.746064,0.033560,3.257071,0.207497
42,56.255953,2.711770,0.045244,2.425119,0.209978
32,38.243913,5.172512,0.070418,3.578790,0.261638
32,74.216340,7.632339,1.282763,2.400555,1.470848
24,37.906332,15.827772,0.868930,11.797921,0.836694
32,65.346583,2.877489,0.058049,3.594565,0.229360
32,96.268858,12.914299,0.449411,4.771508,0.631237
32,151.456233,7.692257,1.679032,4.655191,1.401102
42,68.219706,30.836102,3.712279,55.264442,1.901694
23,281.639852,115.104187,149.223831,24.203085,11.798946
32,56.661172,12.899586,0.561602,11.201541,0.748406
42,67.177999,2.117265,0.029496,2.612222,0.116696
21,48.554211,2.244480,0.015696,2.969514,0.111404
42,68.718360,9.034486,0.348248,2.706860,0.729579
32,50.999675,17.550598,0.392383,8.568983,0.612170
32,33.011096,18.514618,0.225455,29.123144,0.474178
42,102.759979,7.499518,0.323722,7.116699,0.594709
23,307.639855,1.553904,1.660023,5.452245,1.607575
21,42.453418,8.442318,0.062604,6.649669,0.292466
23,79.901276,11.471876,0.332125,4.582031,0.630557
32,75.160224,5.382153,0.590493,9.175108,0.792032
23,93.047029,20.026379,3.893890,5.253136,2.144589
23,52.701911,9.035638,0.201126,3.569437,0.485644
42,47.002916,17.092077,0.444271,5.006537,0.616048
42,70.555454,2.606172,0.013701,5.078875,0.125120
24,65.857531,30.347582,2.806144,6.681242,1.732005
42,42.191439,6.610505,0.343963,2.865439,0.638476
32,66.944327,7.127089,0.416835,19.181484,0.543261
42,86.811681,4.188242,0.161683,3.951302,0.368963
23,47.063878,7.283807,0.081367,3.140629,0.258227
32,207.326795,5.115057,0.540925,2.448568,0.655937
32,98.795656,6.046973,0.458540,3.414262,0.605506
32,107.557045,0.500119,0.001885,12.717176,0.091312
42,48.258512,8.100804,0.300003,2.916954,0.323188
42,32.758711,10.049436,0.190526,2.053463,0.653563
32,66.217221,8.031949,0.289890,7.587570,0.553788
42,108.631070,5.833883,0.480175,8.178070,0.677821
42,78.612745,11.509950,1.583271,14.426319,1.609950
32,87.619132,21.678228,1.345853,2.761093,1.000564
42,96.550136,7.595227,0.299974,2.065149,0.698331
42,49.706170,7.298240,0.209450,4.164882,0.400201
32,91.393318,2.380178,0.031602,11.835798,0.292816
24,64.875785,1.795186,0.057627,8.208838,0.263788
42,45.838358,9.103206,0.768170,20.428425,0.834915
24,106.082069,26.254261,10.260377,4.596167,2.888028
23,80.633119,41.106327,3.817355,2.655918,1.827997
32,36.567156,4.501062,0.037166,4.901523,0.246037
32,128.668063,26.059647,5.710136,18.597389,2.319669
32,88.457914,20.187243,2.049175,12.227072,1.503617
24,67.225038,26.422188,2.286700,5.990936,1.560212
32,58.523973,3.839701,0.195134,3.984848,0.460948
32,113.359066,12.896925,2.748527,19.376951,1.671768
32,63.487664,13.232801,0.400277,15.768980,0.638465
32,75.511429,9.522229,0.333126,2.796488,0.530200
32,319.178673,10.087118,4.090553,2.928814,2.160069
42,89.739901,27.965418,1.993423,12.265711,1.385041
42,42.119993,4.176926,0.023996,8.094248,0.128280
32,49.554578,2.497062,0.009448,3.737786,0.108065
32,47.154690,6.389356,0.187992,103.307480,0.406300
42,132.555761,27.696575,13.109797,33.277695,3.673957
24,292.357892,10.064324,4.676808,2.501935,2.232072
23,50.634919,6.522946,0.124733,59.235641,0.370610
32,203.812445,9.843652,13.528467,8.089214,3.732836
32,46.333664,10.757638,0.128242,2.779279,0.292195
32,88.814546,3.207709,0.134503,2.873047,0.385608
42,125.646112,20.796227,3.875356,9.685441,1.962955
42,39.656102,2.847882,0.024694,4.794155,0.130680
42,68.922778,33.693211,1.378396,16.589350,1.212497
32,43.385070,5.071545,0.045590,8.821003,0.214659
24,71.613069,34.122787,5.946623,2.117674,2.723530
32,82.732875,15.977708,0.906353,5.630070,0.865686
21,200.449842,2.981895,0.449615,2.642894,0.796622
23,100.264721,12.829741,0.820139,3.478227,0.951106
32,39.710829,3.583043,0.037676,4.127985,0.178683
24,64.489013,21.085045,2.293520,10.575791,1.455560
42,78.124687,8.230230,0.137492,2.474409,0.389316
32,168.700727,15.298958,4.367765,17.740145,1.075976
42,86.447233,6.399949,0.336741,2.948093,0.525752
23,47.974847,8.126166,0.286060,3.096332,0.555157
42,99.908786,9.452820,1.366921,26.646524,1.203097
32,43.155312,11.261946,0.558342,2.204491,0.711720
42,139.519725,4.374433,1.265768,3.401890,1.246566
42,98.417950,2.364676,0.029346,2.822834,0.152943
24,32.933832,24.637278,0.674861,2.480460,0.880577
42,133.431074,8.150251,0.424751,5.992608,0.666642
42,38.488445,17.662905,0.479910,5.392711,0.723349
42,127.102160,7.447356,0.282763,47.613731,0.554242
32,35.567075,6.473327,0.053916,3.009159,0.258057
24,37.767072,17.614162,1.455673,8.759868,1.336821
32,82.619046,7.036773,0.429758,4.329327,0.604424
32,195.025162,35.430569,36.437553,5.221099,7.385994
32,50.321260,5.271620,1.331626,4.226816,1.255538
32,90.410784,7.495446,0.195121,5.418891,0.428938
32,170.765691,6.555402,0.808857,30.915861,0.889103
32,63.088384,3.982263,0.028981,4.283560,0.191936
42,440.955541,12.735731,23.272926,3.362709,5.356326
32,44.608444,4.391891,0.103775,3.207869,0.275675
42,43.138474,7.880371,0.169986,5.148383,0.446490
42,90.509207,4.613364,0.657605,7.536508,0.711592
42,109.327383,19.033438,3.110060,4.661036,1.808268
24,43.430608,20.897566,1.590864,7.704934,1.251968
32,35.947477,8.930489,0.187751,7.814595,0.456028
24,60.526153,4.407164,0.076683,6.475016,0.261553
24,31.491194,11.322474,0.206892,3.875780,0.389092
42,160.468097,19.638727,2.953099,17.366709,1.769203
32,93.695633,5.469488,0.138352,5.090552,0.346357
24,56.334410,3.701376,0.198013,4.891380,0.529100
23,40.038970,8.467567,0.119098,2.194367,0.432589
23,55.256633,17.491179,0.837591,3.925488,0.934741
32,72.408085,56.061203,11.301716,21.764059,3.333816
42,58.002085,16.577049,0.650614,3.002680,0.919333
32,34.161650,16.838686,1.092011,25.484600,1.056694
24,40.475665,32.527748,1.235045,4.520101,1.058225
32,66.332954,8.431945,1.112490,6.004761,0.851407
32,92.293182,7.598821,0.418079,13.014079,0.625109
32,73.820106,10.233065,0.492380,4.134904,0.590927
32,119.021027,4.120687,0.218019,5.817031,0.471614
32,97.568059,3.967993,0.405227,10.006166,0.762977
23,48.318216,14.177622,0.849034,3.994415,0.949831
32,76.591172,15.152478,2.171364,2.230285,1.431731
32,42.321589,8.599148,0.162412,3.181612,0.451042
42,39.735379,15.650265,0.460062,6.465770,0.690881
42,33.345819,8.589809,0.257848,7.981635,0.469131
32,248.489622,3.156987,0.294223,2.641102,0.527621
21,41.627291,1.787884,0.159418,10.630077,0.368613
42,67.205495,10.259518,0.548072,10.661413,0.742022
24,68.364974,4.447602,0.266698,5.661079,0.543164
42,81.955426,7.431379,0.245517,10.591063,0.497743
42,77.839387,9.648409,0.277206,8.366236,0.497726
42,86.186577,8.571023,0.913708,4.870721,0.933509
23,49.543816,0.378040,0.001583,3.366548,0.023492
32,45.763906,5.981521,0.336338,100.666832,0.543662
32,120.437294,4.520324,0.270672,7.564507,0.517732
42,194.218777,16.271908,5.287779,4.856629,2.469435
42,39.790617,9.766569,0.131368,4.811003,0.380671
42,176.261502,5.728092,1.950656,6.426185,1.476486
24,182.590733,7.527875,2.006978,4.567928,1.330724
24,79.722450,39.207222,7.583892,2.348703,1.717854
32,96.492013,6.406710,0.748047,2.158995,0.865724
32,54.648931,16.826233,0.956858,7.893786,0.984180
32,53.758766,3.732125,0.051198,7.654497,0.239495
42,42.666693,11.278492,0.487581,2.889619,0.536084
23,74.615457,13.284071,0.503729,3.259165,0.643830
32,155.419967,7.397154,1.090261,7.527435,1.080403
42,123.100537,5.727640,0.463400,2.362000,0.709183
32,71.488750,3.661192,0.141280,2.360642,0.388152
32,218.017605,2.830310,1.863700,10.090904,1.079185
32,106.038760,12.985826,2.831955,2.333033,1.942596
42,84.075238,9.230582,0.260868,10.644656,0.494851
42,92.227812,7.127130,0.252668,2.832659,0.520932
32,124.858421,5.486238,0.276812,6.706642,0.531356
32,105.470786,22.002386,5.451782,7.447328,2.272348
32,38.534333,5.591419,0.081547,2.296132,0.280846
32,41.110980,8.913782,0.252150,3.607957,0.488328
42,52.293979,5.582262,0.112294,3.997166,0.304979
32,43.939405,8.430808,0.103538,2.722952,0.368591
32,372.038785,9.486453,9.268461,13.845760,3.006061
32,47.238038,8.308437,0.233441,2.758194,0.508760
42,119.556473,15.447342,1.246137,20.549677,1.082748
21,84.662307,21.717413,2.544586,8.129982,1.603606
23,333.820800,4.005788,0.463382,5.915242,0.745214
32,72.370002,25.180676,2.371418,6.012554,1.589959
32,47.610912,5.492499,0.094800,3.146317,0.351543
32,34.167965,24.416250,0.382253,25.928053,0.621384
42,75.073016,4.700762,0.081153,3.057448,0.279265
21,76.788651,3.096530,0.168175,2.271315,0.401750
23,55.184573,41.463917,3.517213,2.686414,2.200479
32,119.469778,16.563637,4.572883,17.910275,2.171379
42,94.092799,23.910292,4.424520,14.270746,2.083030
23,40.683008,6.613739,0.113146,3.429724,0.320269
24,58.275051,44.310539,3.398135,93.849007,1.888104
32,148.942547,13.062430,3.431386,3.740252,2.012694
32,225.093014,8.825004,2.671802,2.003571,1.629793
32,55.253802,11.476461,0.357997,4.942350,0.638807
32,49.026267,4.920717,0.058242,2.757441,0.267704
32,129.458359,16.714338,4.135414,9.336169,1.963126
24,146.203449,18.958019,2.800817,2.192673,1.067384
42,67.470440,12.771406,1.444035,4.712296,1.194105
32,61.515392,3.318008,0.035456,4.046232,0.148891
42,30.507908,8.584812,0.089485,9.997363,0.225301
23,80.844841,11.022002,3.046848,7.560660,1.905605
42,43.325807,3.265593,0.030261,2.232774,0.150779
23,31.693426,5.815145,0.142328,3.889975,0.336085
42,89.646025,18.817024,1.331401,4.399448,1.268787
24,51.578690,18.755289,0.860809,2.508104,0.964638
42,61.110205,6.256295,0.134007,20.063431,0.336653
32,49.633752,46.312550,2.890182,56.378513,1.748927
24,115.666925,8.802917,0.759466,75.232864,0.733444
23,78.033988,10.692989,1.041772,12.968409,1.044633
24,141.340467,29.825089,18.483082,4.473344,4.611365
21,107.719273,12.482924,3.704740,117.338226,1.829736
24,85.149310,14.409300,0.691987,7.219912,0.769781
32,79.475363,3.695910,0.078474,5.487576,0.293693
42,90.707153,5.058349,0.205847,30.225775,0.283623
32,54.727731,17.524666,0.555501,25.448734,0.726213
42,93.958503,27.235369,2.473245,48.198574,1.546792
32,100.217710,5.520048,0.223688,22.468290,0.439610
32,45.117823,7.821980,0.096559,2.158444,0.288499
32,182.546603,4.181803,0.605398,4.094676,0.733692
32,32.520467,8.902301,0.175246,3.766877,0.421177
32,135.329203,2.970340,0.125735,5.377375,0.347144
32,44.750559,5.347666,0.152876,3.480997,0.365891
24,34.383614,9.731291,0.288072,38.410172,0.485427
32,39.731280,6.549997,0.086262,2.280379,0.365609
24,35.867170,56.049610,4.148563,14.557185,2.165799
32,74.772776,3.020086,0.025169,3.944832,0.227450
24,121.091464,17.111134,8.898599,3.483369,3.037384
32,155.031172,16.198063,4.390025,2.633474,2.225476
42,133.193092,56.268913,31.916519,7.000236,5.782120
32,102.375776,14.150959,0.951359,3.394604,0.909488
42,126.985735,20.204639,8.088861,9.851373,2.968473
23,42.739234,13.525455,0.296483,6.443104,0.558818
42,39.964218,9.559684,0.180428,54.919544,0.426066
32,81.450115,3.666715,0.128380,2.380814,0.338837
32,81.224443,7.902659,0.236439,7.978331,0.441593
24,67.377093,9.317965,0.767439,6.257290,0.978510
42,140.343200,5.604635,0.395877,38.601261,0.652381
23,33.157105,32.622253,2.315118,27.220205,1.499463
42,32.518303,1.852870,0.022003,4.584855,0.199336
42,90.014488,2.365270,0.048836,3.200972,0.197659
23,52.406849,1.317342,0.009143,17.370871,0.152172
42,47.936392,11.206533,0.488931,5.150970,0.714754
42,48.440787,7.015083,0.716932,5.413202,0.862583
24,191.098401,22.305033,19.167532,5.001350,4.591629
32,47.685647,22.870136,0.780931,21.368948,0.892892
42,186.527087,10.109989,5.824787,3.408594,2.499457
42,137.589025,18.205265,2.315387,5.933018,1.602639
24,34.248103,8.211507,0.094199,5.486358,0.281267
32,189.547646,10.230906,4.294280,2.150067,1.761555
23,52.464766,10.809879,0.240552,4.972968,0.454284
24,59.108199,12.436544,1.418286,11.015050,1.203000
42,165.855398,1.841344,0.051809,2.254932,0.533715
32,35.071022,11.536241,0.164653,6.511718,0.451415
32,57.094728,3.659800,0.293821,2.659355,0.671569
32,118.121562,8.616010,0.727516,19.185673,0.887110
32,48.519573,5.724142,0.124993,2.892402,0.337105
42,44.406661,9.626843,0.312465,5.978365,0.598682
32,47.510817,5.048832,0.180084,3.939168,0.435837
32,111.590544,7.506893,0.550150,4.224966,0.719402
32,73.414626,18.890882,1.096467,3.853474,0.956687
32,76.671801,10.300069,0.546584,13.480908,0.768367
42,40.648120,17.075247,0.624087,3.139776,0.808822
23,108.780197,4.699737,0.386305,4.794992,0.618199
24,199.739925,15.401484,10.655931,18.037916,2.862567
42,100.659261,7.807994,1.801662,2.545379,1.349014
23,43.793339,12.072173,0.148017,5.709975,0.340104
42,43.176418,12.796421,0.792529,5.919234,0.989720
32,41.547257,23.344345,1.060365,15.033854,0.981111
23,70.204510,16.964157,0.598143,8.214204,0.748128
32,54.260787,8.885771,0.179110,7.789725,0.412600
24,116.216874,33.340988,27.741423,11.318545,6.133070
23,60.199764,2.342498,0.028255,3.226564,0.146575
24,36.425607,25.643318,1.316586,14.396138,1.122109
42,109.290369,3.735298,0.454928,2.600740,0.704792
42,178.574125,31.419514,20.916458,46.179539,4.433362
23,63.905248,5.529542,0.234278,5.274089,0.460560
23,49.409967,4.906722,0.053586,3.318177,0.257150
24,72.253458,7.359531,0.424361,3.550657,0.690339
32,57.389124,5.880495,0.186228,5.420676,0.482358
21,45.504790,30.987680,2.287999,14.986858,1.598054
42,46.728767,15.899073,0.748073,18.315863,0.849185
32,74.358271,5.917323,0.584684,45.646095,0.757267
23,34.474482,21.487705,0.542362,16.405855,0.698515
32,184.601511,3.458141,0.382741,3.897241,0.585921
32,46.299426,9.182465,0.236183,3.162318,0.576819
32,72.598430,7.250405,0.740657,5.417567,0.808753
42,85.656305,13.298304,1.053903,5.137416,0.998521
42,66.660213,16.736868,0.661972,3.355939,0.724347
32,40.542487,3.434720,0.047791,3.379124,0.201982
42,141.168351,10.834465,1.717612,20.757111,1.255033
32,39.842682,6.077603,0.067530,2.053963,0.195809
42,57.148288,7.743633,0.185640,2.267899,0.580160
42,30.421311,6.641277,0.181752,34.719868,0.457468
24,50.294229,37.339787,3.371860,37.687992,1.896920
23,41.888794,3.816222,0.045203,4.564816,0.212156
32,87.971729,10.958506,0.400278,4.304790,0.604463
24,46.924648,5.636308,0.079660,2.598982,0.227249
42,118.590450,11.155420,1.818112,12.140085,1.412358
42,66.559484,16.719475,0.892247,5.202468,0.838829
42,118.915981,2.198084,0.067800,12.610637,0.414050
32,62.904160,32.369438,2.024421,5.756193,1.417619
42,63.165815,3.227501,0.042164,2.062388,0.232767
42,82.314836,14.482109,0.384696,17.734715,0.356605
24,75.066804,52.638454,5.375569,7.687140,2.258822
23,36.092301,20.356596,1.050032,9.339448,1.001863
42,33.880420,11.038704,0.154417,4.917781,0.411981
42,69.901071,26.678446,7.252367,4.002774,2.787698
32,99.317395,7.936579,0.317451,9.130715,0.530820
32,64.505065,16.291876,1.106452,23.784029,1.075107
32,90.459173,14.413704,1.575388,5.225285,1.358857
23,40.395498,6.279314,0.136261,8.221308,0.351932
32,42.817630,7.077958,0.081329,2.135162,0.303706
24,52.105785,10.829063,0.412527,2.329150,0.596536
24,49.732506,18.306919,0.552171,7.487248,0.743923
32,68.135142,15.693139,0.866425,10.160839,0.918090
32,99.251850,19.625082,3.798315,2.833908,1.654162
23,122.729431,26.972858,4.257136,5.400146,2.073802
42,36.565947,3.135501,0.030602,7.346321,0.155756
42,77.213762,10.678086,0.764063,38.028927,0.874593
42,145.354494,6.083724,0.273645,4.912357,0.534394
24,32.366522,10.381398,0.109351,3.933407,0.361955
