dtag,nbin,pileup
MC2016_Summer16_QCD_HT-1500-2000_,26,189784
MC2016_Summer16_QCD_HT-1500-2000_,27,172551
MC2016_Summer16_QCD_HT-1500-2000_,28,155673
MC2016_Summer16_QCD_HT-1500-2000_,29,138849
MC2016_Summer16_QCD_HT-1500-2000_,30,121790
MC2016_Summer16_QCD_HT-1500-2000_,31,108047
MC2016_Summer16_QCD_HT-1500-2000_,32,94327
MC2016_Summer16_QCD_HT-1500-2000_,33,82272
MC2016_Summer16_QCD_HT-1500-2000_,34,72295
MC2016_Summer16_QCD_HT-1500-2000_,35,63907
MC2016_Summer16_QCD_HT-1500-2000_,36,56199
MC2016_Summer16_QCD_HT-1500-2000_,37,50863
MC2016_Summer16_QCD_HT-1500-2000_,38,46173
MC2016_Summer16_QCD_HT-1500-2000_,39,41706
MC2016_Summer16_QCD_HT-1500-2000_,40,37909
MC2016_Summer16_QCD_HT-1500-2000_,41,35515
MC2016_Summer16_QCD_HT-1500-2000_,42,32771
MC2016_Summer16_QCD_HT-1500-2000_,43,30198
MC2016_Summer16_QCD_HT-1500-2000_,44,27553
MC2016_Summer16_QCD_HT-1500-2000_,45,24709
MC2016_Summer16_QCD_HT-1500-2000_,46,21893
MC2016_Summer16_QCD_HT-1500-2000_,47,19343
MC2016_Summer16_QCD_HT-1500-2000_,48,16246
MC2016_Summer16_QCD_HT-1500-2000_,49,13451
MC2016_Summer16_QCD_HT-1500-2000_,50,10890
MC2016_Summer16_QCD_HT-1500-2000_,51,8493
MC2016_Summer16_QCD_HT-1500-2000_,52,6459
MC2016_Summer16_QCD_HT-1500-2000_,53,4621
MC2016_Summer16_QCD_HT-1500-2000_,54,3369
MC2016_Summer16_QCD_HT-1500-2000_,55,2197
MC2016_Summer16_QCD_HT-1500-2000_,56,1468
MC2016_Summer16_QCD_HT-1500-2000_,57,969
MC2016_Summer16_QCD_HT-1500-2000_,58,668
MC2016_Summer16_QCD_HT-1500-2000_,59,394
MC2016_Summer16_QCD_HT-1500-2000_,60,232
MC2016_Summer16_QCD_HT-1500-2000_,61,120
MC2016_Summer16_QCD_HT-1500-2000_,62,102
MC2016_Summer16_QCD_HT-1500-2000_,63,73
MC2016_Summer16_QCD_HT-1500-2000_,64,81
MC2016_Summer16_QCD_HT-1500-2000_,65,58
MC2016_Summer16_QCD_HT-1500-2000_,66,52
MC2016_Summer16_QCD_HT-1500-2000_,67,53
MC2016_Summer16_QCD_HT-1500-2000_,68,68
MC2016_Summer16_QCD_HT-1500-2000_,69,51
MC2016_Summer16_QCD_HT-1500-2000_,70,51
MC2016_Summer16_QCD_HT-1500-2000_,71,55
MC2016_Summer16_QCD_HT-1500-2000_,72,46
MC2016_Summer16_QCD_HT-1500-2000_,73,50
MC2016_Summer16_QCD_HT-1500-2000_,74,54
MC2016_Summer16_QCD_HT-1500-2000_,75,51
MC2016_Summer16_QCD_HT-1500-2000_,76,0
MC2016_Summer16_QCD_HT-1500-2000_,77,0
MC2016_Summer16_QCD_HT-1500-2000_,78,0
MC2016_Summer16_QCD_HT-1500-2000_,79,0
MC2016_Summer16_QCD_HT-1500-2000_,80,0
MC2016_Summer16_QCD_HT-1500-2000_,81,0
MC2016_Summer16_QCD_HT-1500-2000_,82,0
MC2016_Summer16_QCD_HT-1500-2000_,83,0
MC2016_Summer16_QCD_HT-1500-2000_,84,0
MC2016_Summer16_QCD_HT-1500-2000_,85,0
MC2016_Summer16_QCD_HT-1500-2000_,86,0
MC2016_Summer16_QCD_HT-1500-2000_,87,0
MC2016_Summer16_QCD_HT-1500-2000_,88,0
MC2016_Summer16_QCD_HT-1500-2000_,89,0
MC2016_Summer16_QCD_HT-1500-2000_,90,0
MC2016_Summer16_QCD_HT-1500-2000_,91,0
MC2016_Summer16_QCD_HT-1500-2000_,92,0
MC2016_Summer16_QCD_HT-1500-2000_,93,0
MC2016_Summer16_QCD_HT-1500-2000_,94,0
MC2016_Summer16_QCD_HT-1500-2000_,95,0
MC2016_Summer16_QCD_HT-1500-2000_,96,0
MC2016_Summer16_QCD_HT-1500-2000_,97,0
MC2016_Summer16_QCD_HT-1500-2000_,98,0
MC2016_Summer16_QCD_HT-1500-2000_,99,0
MC2016_Summer16_QCD_HT-1500-2000_,100,0
MC2016_Summer16_QCD_HT-1500-2000_,101,0
MC2016_Summer16_QCD_HT-1500-2000_,102,0
MC2016_Summer16_QCD_HT-200-300_,0,0
MC2016_Summer16_QCD_HT-200-300_,1,342
MC2016_Summer16_QCD_HT-200-300_,2,446
MC2016_Summer16_QCD_HT-200-300_,3,949
MC2016_Summer16_QCD_HT-200-300_,4,1737
MC2016_Summer16_QCD_HT-200-300_,5,2056
MC2016_Summer16_QCD_HT-200-300_,6,2689
MC2016_Summer16_QCD_HT-200-300_,7,4440
MC2016_Summer16_QCD_HT-200-300_,8,13429
MC2016_Summer16_QCD_HT-200-300_,9,24112
MC2016_Summer16_QCD_HT-200-300_,10,45783
MC2016_Summer16_QCD_HT-200-300_,11,93965
MC2016_Summer16_QCD_HT-200-300_,12,172475
MC2016_Summer16_QCD_HT-200-300_,13,274757
MC2016_Summer16_QCD_HT-200-300_,14,381742
MC2016_Summer16_QCD_HT-200-300_,15,502161
MC2016_Summer16_QCD_HT-200-300_,16,631651
MC2016_Summer16_QCD_HT-200-300_,17,752386
MC2016_Summer16_QCD_HT-200-300_,18,842046
MC2016_Summer16_QCD_HT-200-300_,19,917696
MC2016_Summer16_QCD_HT-200-300_,20,982193
MC2016_Summer16_QCD_HT-200-300_,21,1.02544e+06
MC2016_Summer16_QCD_HT-200-300_,22,1.05046e+06
MC2016_Summer16_QCD_HT-200-300_,23,1.03818e+06
MC2016_Summer16_QCD_HT-200-300_,24,1.00772e+06
MC2016_Summer16_QCD_HT-200-300_,25,959568
MC2016_Summer16_QCD_HT-200-300_,26,892842
MC2016_Summer16_QCD_HT-200-300_,27,813281
MC2016_Summer16_QCD_HT-200-300_,28,736891
MC2016_Summer16_QCD_HT-200-300_,29,655545
MC2016_Summer16_QCD_HT-200-300_,30,573860
MC2016_Summer16_QCD_HT-200-300_,31,509393
MC2016_Summer16_QCD_HT-200-300_,32,443192
MC2016_Summer16_QCD_HT-200-300_,33,390956
MC2016_Summer16_QCD_HT-200-300_,34,342039
MC2016_Summer16_QCD_HT-200-300_,35,301477
MC2016_Summer16_QCD_HT-200-300_,36,266110
MC2016_Summer16_QCD_HT-200-300_,37,239875
MC2016_Summer16_QCD_HT-200-300_,38,217104
MC2016_Summer16_QCD_HT-200-300_,39,197192
MC2016_Summer16_QCD_HT-200-300_,40,178939
MC2016_Summer16_QCD_HT-200-300_,41,167277
MC2016_Summer16_QCD_HT-200-300_,42,155125
MC2016_Summer16_QCD_HT-200-300_,43,142886
MC2016_Summer16_QCD_HT-200-300_,44,131062
MC2016_Summer16_QCD_HT-200-300_,45,115680
MC2016_Summer16_QCD_HT-200-300_,46,102111
MC2016_Summer16_QCD_HT-200-300_,47,90222
MC2016_Summer16_QCD_HT-200-300_,48,76246
MC2016_Summer16_QCD_HT-200-300_,49,62641
MC2016_Summer16_QCD_HT-200-300_,50,50835
MC2016_Summer16_QCD_HT-200-300_,51,40071
MC2016_Summer16_QCD_HT-200-300_,52,30214
MC2016_Summer16_QCD_HT-200-300_,53,22057
MC2016_Summer16_QCD_HT-200-300_,54,16107
MC2016_Summer16_QCD_HT-200-300_,55,10748
MC2016_Summer16_QCD_HT-200-300_,56,6780
MC2016_Summer16_QCD_HT-200-300_,57,4519
MC2016_Summer16_QCD_HT-200-300_,58,2937
MC2016_Summer16_QCD_HT-200-300_,59,1775
MC2016_Summer16_QCD_HT-200-300_,60,1287
MC2016_Summer16_QCD_HT-200-300_,61,688
MC2016_Summer16_QCD_HT-200-300_,62,536
MC2016_Summer16_QCD_HT-200-300_,63,368
MC2016_Summer16_QCD_HT-200-300_,64,334
MC2016_Summer16_QCD_HT-200-300_,65,283
MC2016_Summer16_QCD_HT-200-300_,66,248
MC2016_Summer16_QCD_HT-200-300_,67,252
MC2016_Summer16_QCD_HT-200-300_,68,275
MC2016_Summer16_QCD_HT-200-300_,69,271
MC2016_Summer16_QCD_HT-200-300_,70,253
MC2016_Summer16_QCD_HT-200-300_,71,260
MC2016_Summer16_QCD_HT-200-300_,72,220
MC2016_Summer16_QCD_HT-200-300_,73,260
MC2016_Summer16_QCD_HT-200-300_,74,238
MC2016_Summer16_QCD_HT-200-300_,75,233
MC2016_Summer16_QCD_HT-200-300_,76,0
MC2016_Summer16_QCD_HT-200-300_,77,0
MC2016_Summer16_QCD_HT-200-300_,78,0
MC2016_Summer16_QCD_HT-200-300_,79,0
MC2016_Summer16_QCD_HT-200-300_,80,0
MC2016_Summer16_QCD_HT-200-300_,81,0
MC2016_Summer16_QCD_HT-200-300_,82,0
MC2016_Summer16_QCD_HT-200-300_,83,0
MC2016_Summer16_QCD_HT-200-300_,84,0
MC2016_Summer16_QCD_HT-200-300_,85,0
MC2016_Summer16_QCD_HT-200-300_,86,0
MC2016_Summer16_QCD_HT-200-300_,87,0
MC2016_Summer16_QCD_HT-200-300_,88,0
MC2016_Summer16_QCD_HT-200-300_,89,0
MC2016_Summer16_QCD_HT-200-300_,90,0
MC2016_Summer16_QCD_HT-200-300_,91,0
MC2016_Summer16_QCD_HT-200-300_,92,0
MC2016_Summer16_QCD_HT-200-300_,93,0
MC2016_Summer16_QCD_HT-200-300_,94,0
MC2016_Summer16_QCD_HT-200-300_,95,0
MC2016_Summer16_QCD_HT-200-300_,96,0
MC2016_Summer16_QCD_HT-200-300_,97,0
MC2016_Summer16_QCD_HT-200-300_,98,0
MC2016_Summer16_QCD_HT-200-300_,99,0
MC2016_Summer16_QCD_HT-200-300_,100,0
MC2016_Summer16_QCD_HT-200-300_,101,0
MC2016_Summer16_QCD_HT-200-300_,102,0
MC2016_Summer16_QCD_HT-2000-Inf_,0,0
MC2016_Summer16_QCD_HT-2000-Inf_,1,34
MC2016_Summer16_QCD_HT-2000-Inf_,2,36
MC2016_Summer16_QCD_HT-2000-Inf_,3,118
MC2016_Summer16_QCD_HT-2000-Inf_,4,233
MC2016_Summer16_QCD_HT-2000-Inf_,5,225
MC2016_Summer16_QCD_HT-2000-Inf_,6,280
MC2016_Summer16_QCD_HT-2000-Inf_,7,492
MC2016_Summer16_QCD_HT-2000-Inf_,8,1483
MC2016_Summer16_QCD_HT-2000-Inf_,9,2593
MC2016_Summer16_QCD_HT-2000-Inf_,10,4871
MC2016_Summer16_QCD_HT-2000-Inf_,11,9943
MC2016_Summer16_QCD_HT-2000-Inf_,12,18321
MC2016_Summer16_QCD_HT-2000-Inf_,13,29407
MC2016_Summer16_QCD_HT-2000-Inf_,14,40609
MC2016_Summer16_QCD_HT-2000-Inf_,15,52875
MC2016_Summer16_QCD_HT-2000-Inf_,16,67401
MC2016_Summer16_QCD_HT-2000-Inf_,17,79657
MC2016_Summer16_QCD_HT-2000-Inf_,18,89560
MC2016_Summer16_QCD_HT-2000-Inf_,19,97577
MC2016_Summer16_QCD_HT-2000-Inf_,20,104961
MC2016_Summer16_QCD_HT-2000-Inf_,21,109505
MC2016_Summer16_QCD_HT-2000-Inf_,22,111616
MC2016_Summer16_QCD_HT-2000-Inf_,23,109987
MC2016_Summer16_QCD_HT-2000-Inf_,24,106898
MC2016_Summer16_QCD_HT-2000-Inf_,25,102273
MC2016_Summer16_QCD_HT-2000-Inf_,26,95025
MC2016_Summer16_QCD_HT-2000-Inf_,27,86766
MC2016_Summer16_QCD_HT-2000-Inf_,28,78307
MC2016_Summer16_QCD_HT-2000-Inf_,29,69766
MC2016_Summer16_QCD_HT-2000-Inf_,30,61008
MC2016_Summer16_QCD_HT-2000-Inf_,31,54605
MC2016_Summer16_QCD_HT-2000-Inf_,32,47168
MC2016_Summer16_QCD_HT-2000-Inf_,33,41016
MC2016_Summer16_QCD_HT-2000-Inf_,34,36604
MC2016_Summer16_QCD_HT-2000-Inf_,35,31856
MC2016_Summer16_QCD_HT-2000-Inf_,36,28412
MC2016_Summer16_QCD_HT-2000-Inf_,37,25620
MC2016_Summer16_QCD_HT-2000-Inf_,38,23076
MC2016_Summer16_QCD_HT-2000-Inf_,39,20972
MC2016_Summer16_QCD_HT-2000-Inf_,40,19003
MC2016_Summer16_QCD_HT-2000-Inf_,41,17741
MC2016_Summer16_QCD_HT-2000-Inf_,42,16468
MC2016_Summer16_QCD_HT-2000-Inf_,43,15220
MC2016_Summer16_QCD_HT-2000-Inf_,44,13791
MC2016_Summer16_QCD_HT-2000-Inf_,45,12334
MC2016_Summer16_QCD_HT-2000-Inf_,46,10870
MC2016_Summer16_QCD_HT-2000-Inf_,47,9759
MC2016_Summer16_QCD_HT-2000-Inf_,48,8096
MC2016_Summer16_QCD_HT-2000-Inf_,49,6595
MC2016_Summer16_QCD_HT-2000-Inf_,50,5501
MC2016_Summer16_QCD_HT-2000-Inf_,51,4339
MC2016_Summer16_QCD_HT-2000-Inf_,52,3195
MC2016_Summer16_QCD_HT-2000-Inf_,53,2315
MC2016_Summer16_QCD_HT-2000-Inf_,54,1727
MC2016_Summer16_QCD_HT-2000-Inf_,55,1117
MC2016_Summer16_QCD_HT-2000-Inf_,56,759
MC2016_Summer16_QCD_HT-2000-Inf_,57,504
MC2016_Summer16_QCD_HT-2000-Inf_,58,327
MC2016_Summer16_QCD_HT-2000-Inf_,59,188
MC2016_Summer16_QCD_HT-2000-Inf_,60,139
MC2016_Summer16_QCD_HT-2000-Inf_,61,77
MC2016_Summer16_QCD_HT-2000-Inf_,62,58
MC2016_Summer16_QCD_HT-2000-Inf_,63,43
MC2016_Summer16_QCD_HT-2000-Inf_,64,31
MC2016_Summer16_QCD_HT-2000-Inf_,65,30
MC2016_Summer16_QCD_HT-2000-Inf_,66,31
MC2016_Summer16_QCD_HT-2000-Inf_,67,31
MC2016_Summer16_QCD_HT-2000-Inf_,68,27
MC2016_Summer16_QCD_HT-2000-Inf_,69,24
MC2016_Summer16_QCD_HT-2000-Inf_,70,37
MC2016_Summer16_QCD_HT-2000-Inf_,71,22
MC2016_Summer16_QCD_HT-2000-Inf_,72,29
MC2016_Summer16_QCD_HT-2000-Inf_,73,17
MC2016_Summer16_QCD_HT-2000-Inf_,74,24
MC2016_Summer16_QCD_HT-2000-Inf_,75,20
MC2016_Summer16_QCD_HT-2000-Inf_,76,0
MC2016_Summer16_QCD_HT-2000-Inf_,77,0
MC2016_Summer16_QCD_HT-2000-Inf_,78,0
MC2016_Summer16_QCD_HT-2000-Inf_,79,0
MC2016_Summer16_QCD_HT-2000-Inf_,80,0
MC2016_Summer16_QCD_HT-2000-Inf_,81,0
MC2016_Summer16_QCD_HT-2000-Inf_,82,0
MC2016_Summer16_QCD_HT-2000-Inf_,83,0
MC2016_Summer16_QCD_HT-2000-Inf_,84,0
MC2016_Summer16_QCD_HT-2000-Inf_,85,0
MC2016_Summer16_QCD_HT-2000-Inf_,86,0
MC2016_Summer16_QCD_HT-2000-Inf_,87,0
MC2016_Summer16_QCD_HT-2000-Inf_,88,0
MC2016_Summer16_QCD_HT-2000-Inf_,89,0
MC2016_Summer16_QCD_HT-2000-Inf_,90,0
MC2016_Summer16_QCD_HT-2000-Inf_,91,0
MC2016_Summer16_QCD_HT-2000-Inf_,92,0
MC2016_Summer16_QCD_HT-2000-Inf_,93,0
MC2016_Summer16_QCD_HT-2000-Inf_,94,0
MC2016_Summer16_QCD_HT-2000-Inf_,95,0
MC2016_Summer16_QCD_HT-2000-Inf_,96,0
MC2016_Summer16_QCD_HT-2000-Inf_,97,0
MC2016_Summer16_QCD_HT-2000-Inf_,98,0
MC2016_Summer16_QCD_HT-2000-Inf_,99,0
MC2016_Summer16_QCD_HT-2000-Inf_,100,0
MC2016_Summer16_QCD_HT-2000-Inf_,101,0
MC2016_Summer16_QCD_HT-2000-Inf_,102,0
MC2016_Summer16_QCD_HT-300-500_,0,0
MC2016_Summer16_QCD_HT-300-500_,1,298
MC2016_Summer16_QCD_HT-300-500_,2,452
MC2016_Summer16_QCD_HT-300-500_,3,882
MC2016_Summer16_QCD_HT-300-500_,4,1519
MC2016_Summer16_QCD_HT-300-500_,5,1820
MC2016_Summer16_QCD_HT-300-500_,6,2379
MC2016_Summer16_QCD_HT-300-500_,7,4124
MC2016_Summer16_QCD_HT-300-500_,8,12360
MC2016_Summer16_QCD_HT-300-500_,9,22052
MC2016_Summer16_QCD_HT-300-500_,10,41635
MC2016_Summer16_QCD_HT-300-500_,11,85793
MC2016_Summer16_QCD_HT-300-500_,12,156838
MC2016_Summer16_QCD_HT-300-500_,13,250162
MC2016_Summer16_QCD_HT-300-500_,14,348899
MC2016_Summer16_QCD_HT-300-500_,15,455599
MC2016_Summer16_QCD_HT-300-500_,16,575328
MC2016_Summer16_QCD_HT-300-500_,17,684455
MC2016_Summer16_QCD_HT-300-500_,18,765796
MC2016_Summer16_QCD_HT-300-500_,19,836957
MC2016_Summer16_QCD_HT-300-500_,20,893787
MC2016_Summer16_QCD_HT-300-500_,21,933946
MC2016_Summer16_QCD_HT-300-500_,22,955083
MC2016_Summer16_QCD_HT-300-500_,23,945028
MC2016_Summer16_QCD_HT-300-500_,24,914146
MC2016_Summer16_QCD_HT-300-500_,25,875322
MC2016_Summer16_QCD_HT-300-500_,26,811860
MC2016_Summer16_QCD_HT-300-500_,27,741130
MC2016_Summer16_QCD_HT-300-500_,28,670031
MC2016_Summer16_QCD_HT-300-500_,29,597305
MC2016_Summer16_QCD_HT-300-500_,30,522244
MC2016_Summer16_QCD_HT-300-500_,31,463547
MC2016_Summer16_QCD_HT-300-500_,32,403452
MC2016_Summer16_QCD_HT-300-500_,33,354273
MC2016_Summer16_QCD_HT-300-500_,34,311030
MC2016_Summer16_QCD_HT-300-500_,35,274214
MC2016_Summer16_QCD_HT-300-500_,36,243005
MC2016_Summer16_QCD_HT-300-500_,37,217699
MC2016_Summer16_QCD_HT-300-500_,38,196950
MC2016_Summer16_QCD_HT-300-500_,39,179715
MC2016_Summer16_QCD_HT-300-500_,40,163016
MC2016_Summer16_QCD_HT-300-500_,41,150786
MC2016_Summer16_QCD_HT-300-500_,42,140725
MC2016_Summer16_QCD_HT-300-500_,43,129199
MC2016_Summer16_QCD_HT-300-500_,44,118796
MC2016_Summer16_QCD_HT-300-500_,45,106107
MC2016_Summer16_QCD_HT-300-500_,46,93268
MC2016_Summer16_QCD_HT-300-500_,47,82318
MC2016_Summer16_QCD_HT-300-500_,48,68951
MC2016_Summer16_QCD_HT-300-500_,49,57526
MC2016_Summer16_QCD_HT-300-500_,50,46011
MC2016_Summer16_QCD_HT-300-500_,51,36188
MC2016_Summer16_QCD_HT-300-500_,52,27276
MC2016_Summer16_QCD_HT-300-500_,53,19952
MC2016_Summer16_QCD_HT-300-500_,54,14585
MC2016_Summer16_QCD_HT-300-500_,55,9578
MC2016_Summer16_QCD_HT-300-500_,56,6278
MC2016_Summer16_QCD_HT-300-500_,57,4193
MC2016_Summer16_QCD_HT-300-500_,58,2734
MC2016_Summer16_QCD_HT-300-500_,59,1728
MC2016_Summer16_QCD_HT-300-500_,60,1139
MC2016_Summer16_QCD_HT-300-500_,61,682
MC2016_Summer16_QCD_HT-300-500_,62,455
MC2016_Summer16_QCD_HT-300-500_,63,347
MC2016_Summer16_QCD_HT-300-500_,64,345
MC2016_Summer16_QCD_HT-300-500_,65,241
MC2016_Summer16_QCD_HT-300-500_,66,226
MC2016_Summer16_QCD_HT-300-500_,67,230
MC2016_Summer16_QCD_HT-300-500_,68,224
MC2016_Summer16_QCD_HT-300-500_,69,231
MC2016_Summer16_QCD_HT-300-500_,70,262
MC2016_Summer16_QCD_HT-300-500_,71,257
MC2016_Summer16_QCD_HT-300-500_,72,243
MC2016_Summer16_QCD_HT-300-500_,73,218
MC2016_Summer16_QCD_HT-300-500_,74,228
MC2016_Summer16_QCD_HT-300-500_,75,233
MC2016_Summer16_QCD_HT-300-500_,76,0
MC2016_Summer16_QCD_HT-300-500_,77,0
MC2016_Summer16_QCD_HT-300-500_,78,0
MC2016_Summer16_QCD_HT-300-500_,79,0
MC2016_Summer16_QCD_HT-300-500_,80,0
MC2016_Summer16_QCD_HT-300-500_,81,0
MC2016_Summer16_QCD_HT-300-500_,82,0
MC2016_Summer16_QCD_HT-300-500_,83,0
MC2016_Summer16_QCD_HT-300-500_,84,0
MC2016_Summer16_QCD_HT-300-500_,85,0
MC2016_Summer16_QCD_HT-300-500_,86,0
MC2016_Summer16_QCD_HT-300-500_,87,0
MC2016_Summer16_QCD_HT-300-500_,88,0
MC2016_Summer16_QCD_HT-300-500_,89,0
MC2016_Summer16_QCD_HT-300-500_,90,0
MC2016_Summer16_QCD_HT-300-500_,91,0
MC2016_Summer16_QCD_HT-300-500_,92,0
MC2016_Summer16_QCD_HT-300-500_,93,0
MC2016_Summer16_QCD_HT-300-500_,94,0
MC2016_Summer16_QCD_HT-300-500_,95,0
MC2016_Summer16_QCD_HT-300-500_,96,0
MC2016_Summer16_QCD_HT-300-500_,97,0
MC2016_Summer16_QCD_HT-300-500_,98,0
MC2016_Summer16_QCD_HT-300-500_,99,0
MC2016_Summer16_QCD_HT-300-500_,100,0
MC2016_Summer16_QCD_HT-300-500_,101,0
MC2016_Summer16_QCD_HT-300-500_,102,0
MC2016_Summer16_QCD_HT-50-100_,0,0
MC2016_Summer16_QCD_HT-50-100_,1,74
MC2016_Summer16_QCD_HT-50-100_,2,95
MC2016_Summer16_QCD_HT-50-100_,3,214
MC2016_Summer16_QCD_HT-50-100_,4,358
MC2016_Summer16_QCD_HT-50-100_,5,404
MC2016_Summer16_QCD_HT-50-100_,6,623
MC2016_Summer16_QCD_HT-50-100_,7,1004
MC2016_Summer16_QCD_HT-50-100_,8,2988
MC2016_Summer16_QCD_HT-50-100_,9,5425
MC2016_Summer16_QCD_HT-50-100_,10,9952
MC2016_Summer16_QCD_HT-50-100_,11,20436
MC2016_Summer16_QCD_HT-50-100_,12,38020
MC2016_Summer16_QCD_HT-50-100_,13,60043
MC2016_Summer16_QCD_HT-50-100_,14,84094
MC2016_Summer16_QCD_HT-50-100_,15,109096
MC2016_Summer16_QCD_HT-50-100_,16,138060
MC2016_Summer16_QCD_HT-50-100_,17,164961
MC2016_Summer16_QCD_HT-50-100_,18,184529
MC2016_Summer16_QCD_HT-50-100_,19,201369
MC2016_Summer16_QCD_HT-50-100_,20,215284
MC2016_Summer16_QCD_HT-50-100_,21,224392
MC2016_Summer16_QCD_HT-50-100_,22,228680
MC2016_Summer16_QCD_HT-50-100_,23,226409
MC2016_Summer16_QCD_HT-50-100_,24,220331
MC2016_Summer16_QCD_HT-50-100_,25,210250
MC2016_Summer16_QCD_HT-50-100_,26,196220
MC2016_Summer16_QCD_HT-50-100_,27,177825
MC2016_Summer16_QCD_HT-50-100_,28,160975
MC2016_Summer16_QCD_HT-50-100_,29,143534
MC2016_Summer16_QCD_HT-50-100_,30,126108
MC2016_Summer16_QCD_HT-50-100_,31,111831
MC2016_Summer16_QCD_HT-50-100_,32,96953
MC2016_Summer16_QCD_HT-50-100_,33,85470
MC2016_Summer16_QCD_HT-50-100_,34,74316
MC2016_Summer16_QCD_HT-50-100_,35,66005
MC2016_Summer16_QCD_HT-50-100_,36,58420
MC2016_Summer16_QCD_HT-50-100_,37,52079
MC2016_Summer16_QCD_HT-50-100_,38,47509
MC2016_Summer16_QCD_HT-50-100_,39,43221
MC2016_Summer16_QCD_HT-50-100_,40,39037
MC2016_Summer16_QCD_HT-50-100_,41,36344
MC2016_Summer16_QCD_HT-50-100_,42,33890
MC2016_Summer16_QCD_HT-50-100_,43,31684
MC2016_Summer16_QCD_HT-50-100_,44,28587
MC2016_Summer16_QCD_HT-50-100_,45,25613
MC2016_Summer16_QCD_HT-50-100_,46,22249
MC2016_Summer16_QCD_HT-50-100_,47,19703
MC2016_Summer16_QCD_HT-50-100_,48,16676
MC2016_Summer16_QCD_HT-50-100_,49,14075
MC2016_Summer16_QCD_HT-50-100_,50,11008
MC2016_Summer16_QCD_HT-50-100_,51,8677
MC2016_Summer16_QCD_HT-50-100_,52,6561
MC2016_Summer16_QCD_HT-50-100_,53,4817
MC2016_Summer16_QCD_HT-50-100_,54,3487
MC2016_Summer16_QCD_HT-50-100_,55,2333
MC2016_Summer16_QCD_HT-50-100_,56,1481
MC2016_Summer16_QCD_HT-50-100_,57,1007
MC2016_Summer16_QCD_HT-50-100_,58,628
MC2016_Summer16_QCD_HT-50-100_,59,402
MC2016_Summer16_QCD_HT-50-100_,60,254
MC2016_Summer16_QCD_HT-50-100_,61,137
MC2016_Summer16_QCD_HT-50-100_,62,108
MC2016_Summer16_QCD_HT-50-100_,63,88
MC2016_Summer16_QCD_HT-50-100_,64,57
MC2016_Summer16_QCD_HT-50-100_,65,53
MC2016_Summer16_QCD_HT-50-100_,66,50
MC2016_Summer16_QCD_HT-50-100_,67,58
MC2016_Summer16_QCD_HT-50-100_,68,59
MC2016_Summer16_QCD_HT-50-100_,69,61
MC2016_Summer16_QCD_HT-50-100_,70,54
MC2016_Summer16_QCD_HT-50-100_,71,52
MC2016_Summer16_QCD_HT-50-100_,72,40
MC2016_Summer16_QCD_HT-50-100_,73,60
MC2016_Summer16_QCD_HT-50-100_,74,54
MC2016_Summer16_QCD_HT-50-100_,75,48
MC2016_Summer16_QCD_HT-50-100_,76,0
MC2016_Summer16_QCD_HT-50-100_,77,0
MC2016_Summer16_QCD_HT-50-100_,78,0
MC2016_Summer16_QCD_HT-50-100_,79,0
MC2016_Summer16_QCD_HT-50-100_,80,0
MC2016_Summer16_QCD_HT-50-100_,81,0
MC2016_Summer16_QCD_HT-50-100_,82,0
MC2016_Summer16_QCD_HT-50-100_,83,0
MC2016_Summer16_QCD_HT-50-100_,84,0
MC2016_Summer16_QCD_HT-50-100_,85,0
MC2016_Summer16_QCD_HT-50-100_,86,0
MC2016_Summer16_QCD_HT-50-100_,87,0
MC2016_Summer16_QCD_HT-50-100_,88,0
MC2016_Summer16_QCD_HT-50-100_,89,0
MC2016_Summer16_QCD_HT-50-100_,90,0
MC2016_Summer16_QCD_HT-50-100_,91,0
MC2016_Summer16_QCD_HT-50-100_,92,0
MC2016_Summer16_QCD_HT-50-100_,93,0
MC2016_Summer16_QCD_HT-50-100_,94,0
MC2016_Summer16_QCD_HT-50-100_,95,0
MC2016_Summer16_QCD_HT-50-100_,96,0
MC2016_Summer16_QCD_HT-50-100_,97,0
MC2016_Summer16_QCD_HT-50-100_,98,0
MC2016_Summer16_QCD_HT-50-100_,99,0
MC2016_Summer16_QCD_HT-50-100_,100,0
MC2016_Summer16_QCD_HT-50-100_,101,0
MC2016_Summer16_QCD_HT-50-100_,102,0
MC2016_Summer16_QCD_HT-500-700_,0,0
MC2016_Summer16_QCD_HT-500-700_,1,355
MC2016_Summer16_QCD_HT-500-700_,2,470
MC2016_Summer16_QCD_HT-500-700_,3,974
MC2016_Summer16_QCD_HT-500-700_,4,1726
MC2016_Summer16_QCD_HT-500-700_,5,2123
MC2016_Summer16_QCD_HT-500-700_,6,2662
MC2016_Summer16_QCD_HT-500-700_,7,4457
MC2016_Summer16_QCD_HT-500-700_,8,13747
MC2016_Summer16_QCD_HT-500-700_,9,24602
MC2016_Summer16_QCD_HT-500-700_,10,46044
MC2016_Summer16_QCD_HT-500-700_,11,94820
MC2016_Summer16_QCD_HT-500-700_,12,174356
MC2016_Summer16_QCD_HT-500-700_,13,278216
MC2016_Summer16_QCD_HT-500-700_,14,386987
MC2016_Summer16_QCD_HT-500-700_,15,506882
MC2016_Summer16_QCD_HT-500-700_,16,638587
MC2016_Summer16_QCD_HT-500-700_,17,761353
MC2016_Summer16_QCD_HT-500-700_,18,851442
MC2016_Summer16_QCD_HT-500-700_,19,927971
