i_bin,x,y,z, hj_w_jets_bin,hj_w_tau_jets_bin, hj_q_jets_bin,hj_q_tau_jets_bin, hjm_w_jets_bin,hjm_w_tau_jets_bin, hjm_q_jets_bin,hjm_q_tau_jets_bin
806, 31,0.975,0.1165, 0,0,0,0, 0,0,0,0
818, 31,2.25,0.1165, 0,0,0,0, 0,0,0,0
771, 35,-2.25,0.1165, 0,0,0,0, 0,0,0,0
783, 35,-0.975,0.1165, 0,0,1,0, 0,0,0,0
795, 35,0,0.1165, 0,0,0,0, 0,0,0,0
807, 35,0.975,0.1165, 0,0,0,0, 0,0,0,0
819, 35,2.25,0.1165, 0,0,0,0, 0,0,1,0
772, 38.5,-2.25,0.1165, 0,0,0,0, 0,0,0,0
784, 38.5,-0.975,0.1165, 0,0,1,0, 0,0,0,0
796, 38.5,0,0.1165, 0,0,0,0, 0,0,0,0
808, 38.5,0.975,0.1165, 0,0,0,0, 0,0,0,0
820, 38.5,2.25,0.1165, 0,0,1,0, 0,0,0,0
773, 41.5,-2.25,0.1165, 0,0,0,0, 0,0,0,0
785, 41.5,-0.975,0.1165, 0,0,1,0, 0,0,0,0
797, 41.5,0,0.1165, 0,0,0,0, 0,0,0,0
809, 41.5,0.975,0.1165, 0,0,0,0, 0,0,0,0
821, 41.5,2.25,0.1165, 0,0,0,0, 0,0,1,0
774, 44,-2.25,0.1165, 0,0,0,0, 0,0,1,0
786, 44,-0.975,0.1165, 0,0,2,0, 0,0,0,0
798, 44,0,0.1165, 0,0,0,0, 0,0,0,0
810, 44,0.975,0.1165, 0,0,0,0, 0,0,1,0
822, 44,2.25,0.1165, 0,0,0,0, 0,0,1,0
775, 46.5,-2.25,0.1165, 0,0,0,0, 0,0,0,0
787, 46.5,-0.975,0.1165, 0,0,1,0, 0,0,0,0
799, 46.5,0,0.1165, 0,0,0,0, 0,0,0,0
811, 46.5,0.975,0.1165, 0,0,0,0, 0,0,1,0
823, 46.5,2.25,0.1165, 0,0,1,0, 0,0,0,0
776, 52,-2.25,0.1165, 0,0,1,0, 0,0,0,0
788, 52,-0.975,0.1165, 0,0,0,0, 0,0,1,0
800, 52,0,0.1165, 0,0,0,0, 0,0,1,0
812, 52,0.975,0.1165, 0,0,1,0, 0,0,0,0
824, 52,2.25,0.1165, 0,0,0,0, 0,0,0,0
777, 59.5,-2.25,0.1165, 0,0,1,0, 1,0,0,0
789, 59.5,-0.975,0.1165, 0,0,0,0, 0,0,0,0
801, 59.5,0,0.1165, 0,0,0,0, 0,0,0,0
813, 59.5,0.975,0.1165, 0,0,0,0, 0,0,0,0
825, 59.5,2.25,0.1165, 0,0,0,0, 0,0,0,0
778, 281.5,-2.25,0.1165, 0,0,1,0, 0,0,0,0
790, 281.5,-0.975,0.1165, 0,0,5,0, 1,0,1,0
802, 281.5,0,0.1165, 0,0,7,0, 0,0,0,0
814, 281.5,0.975,0.1165, 0,0,10,0, 0,0,0,0
826, 281.5,2.25,0.1165, 0,0,2,0, 0,0,1,0
853, 14.5,-2.25,0.1235, 0,0,0,0, 0,0,0,0
865, 14.5,-0.975,0.1235, 0,0,0,0, 0,0,0,0
877, 14.5,0,0.1235, 0,0,0,0, 0,0,0,0
889, 14.5,0.975,0.1235, 0,0,0,0, 0,0,0,0
901, 14.5,2.25,0.1235, 0,0,0,0, 0,0,0,0
854, 31,-2.25,0.1235, 0,0,0,0, 0,0,0,0
866, 31,-0.975,0.1235, 0,0,0,0, 0,0,0,0
878, 31,0,0.1235, 0,0,0,0, 0,0,0,0
890, 31,0.975,0.1235, 0,0,1,0, 0,0,0,0
902, 31,2.25,0.1235, 0,0,0,0, 0,0,0,0
855, 35,-2.25,0.1235, 0,0,0,0, 0,0,0,0
867, 35,-0.975,0.1235, 0,0,1,0, 0,0,0,0
879, 35,0,0.1235, 0,0,0,0, 0,0,0,0
891, 35,0.975,0.1235, 0,0,0,0, 0,0,1,0
903, 35,2.25,0.1235, 0,0,0,0, 0,0,1,0
856, 38.5,-2.25,0.1235, 0,0,0,0, 0,0,0,0
868, 38.5,-0.975,0.1235, 0,0,0,0, 0,0,0,0
880, 38.5,0,0.1235, 0,0,1,0, 1,0,0,0
892, 38.5,0.975,0.1235, 0,0,0,0, 0,0,0,0
904, 38.5,2.25,0.1235, 0,0,0,0, 0,0,0,0
857, 41.5,-2.25,0.1235, 0,0,0,0, 0,0,0,0
869, 41.5,-0.975,0.1235, 0,0,1,0, 0,0,2,0
881, 41.5,0,0.1235, 0,0,0,0, 0,0,0,0
893, 41.5,0.975,0.1235, 0,0,0,0, 0,0,0,0
905, 41.5,2.25,0.1235, 0,0,0,0, 0,0,0,0
858, 44,-2.25,0.1235, 0,0,0,0, 0,0,0,0
870, 44,-0.975,0.1235, 0,0,0,0, 0,0,0,0
882, 44,0,0.1235, 0,0,0,0, 0,0,0,0
894, 44,0.975,0.1235, 0,0,0,0, 0,0,0,0
906, 44,2.25,0.1235, 0,0,0,0, 0,0,0,0
859, 46.5,-2.25,0.1235, 0,0,1,0, 0,0,0,0
871, 46.5,-0.975,0.1235, 0,0,0,0, 0,0,0,0
883, 46.5,0,0.1235, 0,0,0,0, 0,0,0,0
895, 46.5,0.975,0.1235, 0,0,0,0, 0,0,0,0
907, 46.5,2.25,0.1235, 0,0,0,0, 0,0,0,0
860, 52,-2.25,0.1235, 0,0,0,0, 0,0,0,0
872, 52,-0.975,0.1235, 0,0,0,0, 0,0,0,0
884, 52,0,0.1235, 0,0,0,0, 0,0,0,0
896, 52,0.975,0.1235, 0,0,0,0, 0,0,1,0
908, 52,2.25,0.1235, 0,0,0,0, 0,0,0,0
861, 59.5,-2.25,0.1235, 0,0,0,0, 0,0,1,0
873, 59.5,-0.975,0.1235, 0,0,0,0, 0,0,0,0
885, 59.5,0,0.1235, 0,0,0,0, 0,0,0,0
897, 59.5,0.975,0.1235, 0,0,0,0, 0,0,0,0
909, 59.5,2.25,0.1235, 0,0,0,0, 0,0,0,0
862, 281.5,-2.25,0.1235, 0,0,1,0, 2,0,1,0
874, 281.5,-0.975,0.1235, 0,0,6,0, 1,0,1,0
886, 281.5,0,0.1235, 0,0,5,0, 0,0,0,0
898, 281.5,0.975,0.1235, 0,0,5,0, 0,0,0,0
910, 281.5,2.25,0.1235, 0,0,2,0, 0,0,0,0
937, 14.5,-2.25,0.13, 0,0,0,0, 0,0,0,0
949, 14.5,-0.975,0.13, 0,0,0,0, 0,0,0,0
961, 14.5,0,0.13, 0,0,0,0, 0,0,0,0
973, 14.5,0.975,0.13, 0,0,0,0, 0,0,0,0
985, 14.5,2.25,0.13, 0,0,0,0, 0,0,0,0
938, 31,-2.25,0.13, 0,0,0,0, 0,0,0,0
950, 31,-0.975,0.13, 0,0,1,0, 0,0,0,0
962, 31,0,0.13, 0,0,0,0, 0,0,0,0
974, 31,0.975,0.13, 0,0,0,0, 0,0,0,0
986, 31,2.25,0.13, 0,0,0,0, 0,0,0,0
939, 35,-2.25,0.13, 0,0,0,0, 0,0,0,0
951, 35,-0.975,0.13, 0,0,0,0, 0,0,1,0
963, 35,0,0.13, 0,0,0,0, 0,0,0,0
975, 35,0.975,0.13, 0,0,0,0, 0,0,0,0
987, 35,2.25,0.13, 0,0,0,0, 1,0,2,0
940, 38.5,-2.25,0.13, 0,0,0,0, 0,0,0,0
952, 38.5,-0.975,0.13, 0,0,0,0, 0,0,0,0
964, 38.5,0,0.13, 0,0,0,0, 0,0,1,0
976, 38.5,0.975,0.13, 0,0,0,0, 0,0,0,0
988, 38.5,2.25,0.13, 0,0,0,0, 0,0,1,0
941, 41.5,-2.25,0.13, 0,0,0,0, 0,0,0,0
953, 41.5,-0.975,0.13, 0,0,0,0, 0,0,0,0
965, 41.5,0,0.13, 0,0,0,0, 0,0,0,0
977, 41.5,0.975,0.13, 0,0,0,0, 0,0,0,0
989, 41.5,2.25,0.13, 0,0,0,0, 0,0,0,0
942, 44,-2.25,0.13, 0,0,0,0, 0,0,0,0
954, 44,-0.975,0.13, 0,0,0,0, 0,0,0,0
966, 44,0,0.13, 0,0,0,0, 0,0,0,0
978, 44,0.975,0.13, 0,0,0,0, 0,0,0,0
990, 44,2.25,0.13, 0,0,0,0, 0,0,0,0
943, 46.5,-2.25,0.13, 0,0,0,0, 0,0,0,0
955, 46.5,-0.975,0.13, 0,0,0,0, 1,0,1,0
967, 46.5,0,0.13, 0,0,0,0, 0,0,0,0
979, 46.5,0.975,0.13, 0,0,1,0, 0,0,0,0
991, 46.5,2.25,0.13, 0,0,0,0, 0,0,0,0
944, 52,-2.25,0.13, 0,0,1,0, 0,0,0,0
956, 52,-0.975,0.13, 0,0,0,0, 1,0,2,0
968, 52,0,0.13, 0,0,0,0, 1,0,0,0
980, 52,0.975,0.13, 0,0,0,0, 0,0,0,0
992, 52,2.25,0.13, 0,0,0,0, 0,0,1,0
945, 59.5,-2.25,0.13, 0,0,0,0, 0,0,0,0
957, 59.5,-0.975,0.13, 0,0,0,0, 0,0,0,0
969, 59.5,0,0.13, 0,0,0,0, 0,0,2,0
981, 59.5,0.975,0.13, 0,0,0,0, 0,0,0,0
993, 59.5,2.25,0.13, 0,0,0,0, 0,0,0,0
946, 281.5,-2.25,0.13, 0,0,1,0, 0,0,0,0
958, 281.5,-0.975,0.13, 0,0,2,0, 1,0,1,0
970, 281.5,0,0.13, 0,0,3,0, 0,0,1,0
982, 281.5,0.975,0.13, 0,0,1,0, 1,0,1,0
994, 281.5,2.25,0.13, 0,0,1,0, 2,0,4,0
1021, 14.5,-2.25,0.1365, 0,0,0,0, 0,0,0,0
1033, 14.5,-0.975,0.1365, 0,0,0,0, 0,0,0,0
1045, 14.5,0,0.1365, 0,0,0,0, 0,0,0,0
1057, 14.5,0.975,0.1365, 0,0,0,0, 0,0,0,0
1069, 14.5,2.25,0.1365, 0,0,0,0, 0,0,0,0
1022, 31,-2.25,0.1365, 0,0,0,0, 0,0,0,0
1034, 31,-0.975,0.1365, 0,0,0,0, 0,0,1,0
1046, 31,0,0.1365, 0,0,0,0, 0,0,0,0
1058, 31,0.975,0.1365, 0,0,0,0, 0,0,0,0
1070, 31,2.25,0.1365, 0,0,0,0, 0,0,0,0
1023, 35,-2.25,0.1365, 0,0,0,0, 0,0,0,0
1035, 35,-0.975,0.1365, 0,0,0,0, 0,0,0,0
1047, 35,0,0.1365, 0,0,0,0, 0,0,1,0
1059, 35,0.975,0.1365, 0,0,0,0, 0,0,0,0
1071, 35,2.25,0.1365, 0,0,0,0, 0,0,1,0
1024, 38.5,-2.25,0.1365, 0,0,0,0, 0,0,0,0
1036, 38.5,-0.975,0.1365, 0,0,1,0, 0,0,0,0
1048, 38.5,0,0.1365, 0,0,0,0, 0,0,0,0
1060, 38.5,0.975,0.1365, 0,0,0,0, 0,0,0,0
1072, 38.5,2.25,0.1365, 0,0,0,0, 0,0,1,0
1025, 41.5,-2.25,0.1365, 0,0,0,0, 0,0,0,0
1037, 41.5,-0.975,0.1365, 0,0,0,0, 0,0,0,0
1049, 41.5,0,0.1365, 0,0,0,0, 0,0,0,0
1061, 41.5,0.975,0.1365, 0,0,0,0, 0,0,0,0
1073, 41.5,2.25,0.1365, 0,0,0,0, 0,0,1,0
1026, 44,-2.25,0.1365, 0,0,0,0, 0,0,0,0
1038, 44,-0.975,0.1365, 0,0,0,0, 0,0,0,0
1050, 44,0,0.1365, 0,0,0,0, 0,0,1,0
1062, 44,0.975,0.1365, 0,0,0,0, 0,0,0,0
1074, 44,2.25,0.1365, 0,0,0,0, 0,0,0,0
1027, 46.5,-2.25,0.1365, 0,0,0,0, 0,0,0,0
1039, 46.5,-0.975,0.1365, 0,0,0,0, 0,0,0,0
1051, 46.5,0,0.1365, 0,0,0,0, 0,0,0,0
1063, 46.5,0.975,0.1365, 0,0,0,0, 0,0,0,0
1075, 46.5,2.25,0.1365, 0,0,0,0, 0,0,1,0
1028, 52,-2.25,0.1365, 0,0,0,0, 0,0,0,0
1040, 52,-0.975,0.1365, 0,0,0,0, 0,0,0,0
1052, 52,0,0.1365, 0,0,0,0, 0,0,0,0
1064, 52,0.975,0.1365, 0,0,0,0, 0,0,0,0
1076, 52,2.25,0.1365, 0,0,0,0, 1,0,1,0
1029, 59.5,-2.25,0.1365, 0,0,1,0, 1,0,1,0
1041, 59.5,-0.975,0.1365, 0,0,0,0, 0,0,0,0
1053, 59.5,0,0.1365, 0,0,2,0, 1,0,1,0
1065, 59.5,0.975,0.1365, 0,0,0,0, 0,0,0,0
1077, 59.5,2.25,0.1365, 0,0,0,0, 0,0,0,0
1030, 281.5,-2.25,0.1365, 0,0,2,0, 1,0,1,0
1042, 281.5,-0.975,0.1365, 0,0,7,0, 0,0,2,0
1054, 281.5,0,0.1365, 0,0,6,0, 2,0,1,0
1066, 281.5,0.975,0.1365, 0,0,5,0, 2,0,0,0
1078, 281.5,2.25,0.1365, 0,0,0,0, 0,0,0,0
1105, 14.5,-2.25,0.145, 0,0,0,0, 0,0,0,0
1117, 14.5,-0.975,0.145, 0,0,0,0, 0,0,0,0
1129, 14.5,0,0.145, 0,0,0,0, 0,0,0,0
1141, 14.5,0.975,0.145, 0,0,0,0, 0,0,0,0
1153, 14.5,2.25,0.145, 0,0,0,0, 0,0,0,0
1106, 31,-2.25,0.145, 0,0,1,0, 0,0,0,0
1118, 31,-0.975,0.145, 0,0,0,0, 0,0,0,0
1130, 31,0,0.145, 0,0,0,0, 0,0,0,0
1142, 31,0.975,0.145, 0,0,0,0, 0,0,0,0
1154, 31,2.25,0.145, 0,0,0,0, 0,0,0,0
1107, 35,-2.25,0.145, 0,0,0,0, 0,0,0,0
1119, 35,-0.975,0.145, 0,0,0,0, 1,0,1,0
1131, 35,0,0.145, 0,0,1,0, 0,0,1,0
1143, 35,0.975,0.145, 0,0,2,0, 0,0,0,0
1155, 35,2.25,0.145, 0,0,1,0, 0,0,0,0
1108, 38.5,-2.25,0.145, 0,0,0,0, 0,0,0,0
1120, 38.5,-0.975,0.145, 0,0,1,0, 0,0,0,0
1132, 38.5,0,0.145, 0,0,0,0, 0,0,1,0
1144, 38.5,0.975,0.145, 0,0,0,0, 0,0,0,0
1156, 38.5,2.25,0.145, 0,0,0,0, 0,0,0,0
1109, 41.5,-2.25,0.145, 0,0,0,0, 0,0,0,0
1121, 41.5,-0.975,0.145, 0,0,0,0, 0,0,0,0
1133, 41.5,0,0.145, 0,0,0,0, 0,0,0,0
1145, 41.5,0.975,0.145, 0,0,0,0, 0,0,0,0
1157, 41.5,2.25,0.145, 0,0,3,0, 0,0,1,0
1110, 44,-2.25,0.145, 0,0,0,0, 0,0,0,0
1122, 44,-0.975,0.145, 0,0,0,0, 0,0,1,0
1134, 44,0,0.145, 0,0,0,0, 0,0,0,0
1146, 44,0.975,0.145, 0,0,0,0, 0,0,0,0
1158, 44,2.25,0.145, 0,0,0,0, 0,0,0,0
1111, 46.5,-2.25,0.145, 0,0,0,0, 0,0,0,0
1123, 46.5,-0.975,0.145, 0,0,1,0, 0,0,1,0
1135, 46.5,0,0.145, 0,0,0,0, 0,0,0,0
1147, 46.5,0.975,0.145, 0,0,2,0, 0,0,0,0
1159, 46.5,2.25,0.145, 0,0,1,0, 0,0,0,0
1112, 52,-2.25,0.145, 0,0,0,0, 0,0,1,0
1124, 52,-0.975,0.145, 0,0,0,0, 0,0,0,0
1136, 52,0,0.145, 0,0,1,0, 1,0,1,0
1148, 52,0.975,0.145, 0,0,2,0, 0,0,2,0
1160, 52,2.25,0.145, 0,0,0,0, 0,0,1,0
1113, 59.5,-2.25,0.145, 0,0,1,0, 0,0,0,0
1125, 59.5,-0.975,0.145, 0,0,0,0, 0,0,0,0
1137, 59.5,0,0.145, 0,0,0,0, 0,0,1,0
1149, 59.5,0.975,0.145, 0,0,0,0, 1,0,1,0
1161, 59.5,2.25,0.145, 0,0,0,0, 0,0,0,0
1114, 281.5,-2.25,0.145, 0,0,1,0, 0,0,0,0
1126, 281.5,-0.975,0.145, 0,0,6,0, 0,0,0,0
1138, 281.5,0,0.145, 0,0,3,0, 0,0,1,0
1150, 281.5,0.975,0.145, 0,0,4,0, 2,0,1,0
1162, 281.5,2.25,0.145, 0,0,1,0, 0,0,0,0
1189, 14.5,-2.25,0.155, 0,0,0,0, 0,0,0,0
1201, 14.5,-0.975,0.155, 0,0,0,0, 0,0,0,0
1213, 14.5,0,0.155, 0,0,0,0, 0,0,0,0
1225, 14.5,0.975,0.155, 0,0,0,0, 0,0,0,0
1237, 14.5,2.25,0.155, 0,0,0,0, 0,0,0,0
1190, 31,-2.25,0.155, 0,0,2,0, 0,0,0,0
1202, 31,-0.975,0.155, 0,0,0,0, 0,0,0,0
1214, 31,0,0.155, 0,0,0,0, 0,0,0,0
1226, 31,0.975,0.155, 0,0,0,0, 1,0,1,0
1238, 31,2.25,0.155, 0,0,1,0, 0,0,2,0
1191, 35,-2.25,0.155, 0,0,3,0, 0,0,2,0
1203, 35,-0.975,0.155, 0,0,0,0, 0,0,0,0
1215, 35,0,0.155, 0,0,1,0, 0,0,0,0
1227, 35,0.975,0.155, 1,0,2,0, 0,0,0,0
1239, 35,2.25,0.155, 0,0,0,0, 0,0,1,0
1192, 38.5,-2.25,0.155, 0,0,0,0, 0,0,2,0
1204, 38.5,-0.975,0.155, 0,0,0,0, 1,0,2,0
1216, 38.5,0,0.155, 0,0,3,0, 1,0,0,0
1228, 38.5,0.975,0.155, 0,0,0,0, 0,0,0,0
1240, 38.5,2.25,0.155, 0,0,0,0, 1,0,0,0
1193, 41.5,-2.25,0.155, 0,0,0,0, 0,0,0,0
1205, 41.5,-0.975,0.155, 0,0,1,0, 0,0,1,0
1217, 41.5,0,0.155, 0,0,0,0, 1,0,1,0
1229, 41.5,0.975,0.155, 0,0,0,0, 0,0,0,0
1241, 41.5,2.25,0.155, 0,0,1,0, 0,0,1,0
1194, 44,-2.25,0.155, 0,0,0,0, 0,0,0,0
1206, 44,-0.975,0.155, 0,0,0,0, 0,0,0,0
1218, 44,0,0.155, 0,0,0,0, 0,0,0,0
1230, 44,0.975,0.155, 0,0,1,0, 0,0,0,0
1242, 44,2.25,0.155, 0,0,0,0, 0,0,0,0
1195, 46.5,-2.25,0.155, 0,0,0,0, 0,0,0,0
1207, 46.5,-0.975,0.155, 0,0,0,0, 0,0,1,0
1219, 46.5,0,0.155, 0,0,1,0, 0,0,0,0
1231, 46.5,0.975,0.155, 0,0,0,0, 0,0,0,0
1243, 46.5,2.25,0.155, 0,0,1,0, 0,0,0,0
1196, 52,-2.25,0.155, 0,0,0,0, 0,0,0,0
1208, 52,-0.975,0.155, 0,0,0,0, 0,0,1,0
1220, 52,0,0.155, 0,0,2,0, 0,0,1,0
1232, 52,0.975,0.155, 0,0,1,0, 0,0,0,0
1244, 52,2.25,0.155, 0,0,0,0, 0,0,0,0
1197, 59.5,-2.25,0.155, 0,0,0,0, 0,0,0,0
1209, 59.5,-0.975,0.155, 0,0,2,0, 1,0,0,0
1221, 59.5,0,0.155, 0,0,2,0, 0,0,0,0
1233, 59.5,0.975,0.155, 0,0,1,0, 1,0,1,0
1245, 59.5,2.25,0.155, 0,0,0,0, 0,0,0,0
1198, 281.5,-2.25,0.155, 0,0,2,0, 0,0,1,0
1210, 281.5,-0.975,0.155, 0,0,3,0, 0,0,1,0
1222, 281.5,0,0.155, 0,0,7,0, 1,0,1,0
1234, 281.5,0.975,0.155, 0,0,6,0, 1,0,1,0
1246, 281.5,2.25,0.155, 0,0,0,0, 1,0,0,0
1273, 14.5,-2.25,1.08, 0,0,0,0, 0,0,0,0
1285, 14.5,-0.975,1.08, 0,0,0,0, 0,0,0,0
1297, 14.5,0,1.08, 0,0,0,0, 0,0,0,0
1309, 14.5,0.975,1.08, 0,0,0,0, 0,0,0,0
1321, 14.5,2.25,1.08, 0,0,0,0, 0,0,0,0
1274, 31,-2.25,1.08, 0,0,2,0, 0,0,1,0
1286, 31,-0.975,1.08, 0,0,6,0, 0,0,2,0
1298, 31,0,1.08, 0,0,5,0, 0,0,3,0
1310, 31,0.975,1.08, 0,0,3,0, 1,0,1,0
1322, 31,2.25,1.08, 0,0,4,0, 0,0,0,0
1275, 35,-2.25,1.08, 0,0,4,0, 1,0,2,0
1287, 35,-0.975,1.08, 0,0,1,0, 0,0,5,0
1299, 35,0,1.08, 0,0,2,0, 1,0,2,0
1311, 35,0.975,1.08, 0,0,4,0, 1,0,2,0
1323, 35,2.25,1.08, 1,0,6,0, 0,0,0,0
1276, 38.5,-2.25,1.08, 0,0,2,0, 2,0,5,0
1288, 38.5,-0.975,1.08, 1,0,1,0, 2,0,2,0
1300, 38.5,0,1.08, 0,0,3,0, 2,0,2,0
1312, 38.5,0.975,1.08, 1,0,1,0, 1,0,3,0
1324, 38.5,2.25,1.08, 1,0,7,0, 0,0,0,0
1277, 41.5,-2.25,1.08, 0,0,2,0, 0,0,0,0
1289, 41.5,-0.975,1.08, 0,0,4,0, 0,0,0,0
1301, 41.5,0,1.08, 0,0,1,0, 1,0,0,0
1313, 41.5,0.975,1.08, 0,0,1,0, 2,0,2,0
1325, 41.5,2.25,1.08, 0,0,3,0, 0,0,1,0
1278, 44,-2.25,1.08, 0,0,2,0, 0,0,0,0
1290, 44,-0.975,1.08, 0,0,1,0, 0,0,0,0
1302, 44,0,1.08, 0,0,0,0, 1,0,1,0
1314, 44,0.975,1.08, 0,0,1,0, 0,0,1,0
1326, 44,2.25,1.08, 0,0,1,0, 0,0,1,0
1279, 46.5,-2.25,1.08, 1,0,3,0, 1,0,1,0
1291, 46.5,-0.975,1.08, 0,0,1,0, 0,0,0,0
1303, 46.5,0,1.08, 1,0,2,0, 0,0,2,0
1315, 46.5,0.975,1.08, 0,0,2,0, 1,0,0,0
1327, 46.5,2.25,1.08, 0,0,0,0, 0,0,0,0
1280, 52,-2.25,1.08, 1,0,0,0, 1,0,4,0
1292, 52,-0.975,1.08, 0,0,3,0, 1,0,2,0
1304, 52,0,1.08, 0,0,2,0, 0,0,2,0
1316, 52,0.975,1.08, 0,0,3,0, 4,0,7,0
1328, 52,2.25,1.08, 0,0,2,0, 0,0,3,0
1281, 59.5,-2.25,1.08, 0,0,0,0, 0,0,0,0
1293, 59.5,-0.975,1.08, 0,0,0,0, 2,0,1,0
1305, 59.5,0,1.08, 0,0,5,0, 0,0,1,0
1317, 59.5,0.975,1.08, 0,0,4,0, 3,0,4,0
1329, 59.5,2.25,1.08, 0,0,0,0, 0,0,1,0
1282, 281.5,-2.25,1.08, 0,0,4,0, 1,0,0,0
1294, 281.5,-0.975,1.08, 0,0,11,0, 3,0,4,0
1306, 281.5,0,1.08, 0,0,13,0, 1,0,4,0
1318, 281.5,0.975,1.08, 0,0,8,0, 1,0,1,0
1330, 281.5,2.25,1.08, 0,0,7,0, 2,0,1,0
