i_bin,x,y,z, w_jets_bin,w_tau_jets_bin, q_jets_bin,q_tau_jets_bin
97, 14.5,-2.25,0.03, 0,0, 3304,55
109, 14.5,-0.975,0.03, 1,0, 2228,57
121, 14.5,0,0.03, 0,0, 3221,61
133, 14.5,0.975,0.03, 1,0, 1995,58
145, 14.5,2.25,0.03, 0,0, 3048,56
157, 14.5,3.6,0.03, 0,0, 0,0
98, 31,-2.25,0.03, 0,0, 999,54
110, 31,-0.975,0.03, 0,0, 666,21
122, 31,0,0.03, 1,0, 955,35
134, 31,0.975,0.03, 0,0, 706,32
146, 31,2.25,0.03, 0,0, 894,37
158, 31,3.6,0.03, 0,0, 0,0
99, 35,-2.25,0.03, 0,0, 882,42
111, 35,-0.975,0.03, 0,0, 644,21
123, 35,0,0.03, 0,0, 890,25
135, 35,0.975,0.03, 0,0, 549,15
147, 35,2.25,0.03, 0,0, 827,25
159, 35,3.6,0.03, 0,0, 0,0
100, 38.5,-2.25,0.03, 0,0, 577,13
112, 38.5,-0.975,0.03, 0,0, 430,17
124, 38.5,0,0.03, 0,0, 647,16
136, 38.5,0.975,0.03, 0,0, 455,16
148, 38.5,2.25,0.03, 0,0, 580,21
160, 38.5,3.6,0.03, 0,0, 0,0
101, 41.5,-2.25,0.03, 0,0, 582,21
113, 41.5,-0.975,0.03, 0,0, 419,12
125, 41.5,0,0.03, 0,0, 579,16
137, 41.5,0.975,0.03, 0,0, 421,19
149, 41.5,2.25,0.03, 0,0, 500,19
161, 41.5,3.6,0.03, 0,0, 0,0
102, 44,-2.25,0.03, 0,0, 356,16
114, 44,-0.975,0.03, 0,0, 312,9
126, 44,0,0.03, 0,0, 374,5
138, 44,0.975,0.03, 0,0, 277,8
150, 44,2.25,0.03, 0,0, 332,11
162, 44,3.6,0.03, 0,0, 0,0
103, 46.5,-2.25,0.03, 0,0, 539,21
115, 46.5,-0.975,0.03, 0,0, 388,8
127, 46.5,0,0.03, 0,0, 569,13
139, 46.5,0.975,0.03, 0,0, 413,11
151, 46.5,2.25,0.03, 0,0, 493,17
163, 46.5,3.6,0.03, 0,0, 0,0
104, 52,-2.25,0.03, 0,0, 1368,45
116, 52,-0.975,0.03, 0,0, 1082,19
128, 52,0,0.03, 0,0, 1563,33
140, 52,0.975,0.03, 0,0, 1047,27
152, 52,2.25,0.03, 0,0, 1291,34
164, 52,3.6,0.03, 0,0, 0,0
105, 59.5,-2.25,0.03, 1,0, 1100,27
117, 59.5,-0.975,0.03, 0,0, 970,20
129, 59.5,0,0.03, 0,0, 1334,23
141, 59.5,0.975,0.03, 0,0, 927,29
153, 59.5,2.25,0.03, 0,0, 1126,18
165, 59.5,3.6,0.03, 0,0, 0,0
106, 281.5,-2.25,0.03, 27,0, 375077,1389
118, 281.5,-0.975,0.03, 17,0, 382395,951
130, 281.5,0,0.03, 51,2, 577651,1108
142, 281.5,0.975,0.03, 26,1, 378964,991
154, 281.5,2.25,0.03, 33,0, 364505,1172
166, 281.5,3.6,0.03, 0,0, 0,0
181, 14.5,-2.25,0.065, 1,0, 2964,34
193, 14.5,-0.975,0.065, 0,0, 2520,43
205, 14.5,0,0.065, 1,0, 3261,76
217, 14.5,0.975,0.065, 0,0, 2265,54
229, 14.5,2.25,0.065, 0,0, 2747,46
241, 14.5,3.6,0.065, 0,0, 0,0
182, 31,-2.25,0.065, 0,0, 985,38
194, 31,-0.975,0.065, 0,0, 832,27
206, 31,0,0.065, 0,0, 1144,36
218, 31,0.975,0.065, 0,0, 778,26
230, 31,2.25,0.065, 0,0, 898,30
242, 31,3.6,0.065, 0,0, 0,0
183, 35,-2.25,0.065, 0,0, 903,36
195, 35,-0.975,0.065, 0,0, 815,27
207, 35,0,0.065, 0,0, 1094,23
219, 35,0.975,0.065, 0,0, 768,26
231, 35,2.25,0.065, 0,0, 850,26
243, 35,3.6,0.065, 0,0, 0,0
184, 38.5,-2.25,0.065, 0,0, 609,15
196, 38.5,-0.975,0.065, 0,0, 592,8
208, 38.5,0,0.065, 0,0, 794,22
220, 38.5,0.975,0.065, 0,0, 605,20
232, 38.5,2.25,0.065, 0,0, 604,18
244, 38.5,3.6,0.065, 0,0, 0,0
185, 41.5,-2.25,0.065, 0,0, 613,16
197, 41.5,-0.975,0.065, 0,0, 567,16
209, 41.5,0,0.065, 0,0, 761,22
221, 41.5,0.975,0.065, 0,0, 571,19
233, 41.5,2.25,0.065, 0,0, 599,18
245, 41.5,3.6,0.065, 0,0, 0,0
186, 44,-2.25,0.065, 0,0, 411,11
