i_bin,x,y,z, w_jets_bin,w_tau_jets_bin, q_jets_bin,q_tau_jets_bin
349, 14.5,-2.25,0.0835, 2,0, 16820,200
361, 14.5,-0.975,0.0835, 0,0, 11323,391
373, 14.5,0,0.0835, 0,0, 12829,453
385, 14.5,0.975,0.0835, 0,0, 10556,350
397, 14.5,2.25,0.0835, 0,0, 15624,230
409, 14.5,3.6,0.0835, 0,0, 0,0
350, 31,-2.25,0.0835, 1,0, 6595,287
362, 31,-0.975,0.0835, 0,0, 4490,254
374, 31,0,0.0835, 0,0, 5467,292
386, 31,0.975,0.0835, 0,0, 4328,257
398, 31,2.25,0.0835, 2,0, 6229,305
410, 31,3.6,0.0835, 0,0, 0,0
351, 35,-2.25,0.0835, 1,0, 6990,308
363, 35,-0.975,0.0835, 0,0, 5170,273
375, 35,0,0.0835, 0,0, 5915,238
387, 35,0.975,0.0835, 0,0, 4948,259
399, 35,2.25,0.0835, 1,0, 6827,298
411, 35,3.6,0.0835, 0,0, 0,0
352, 38.5,-2.25,0.0835, 0,0, 6078,256
364, 38.5,-0.975,0.0835, 0,0, 4755,234
376, 38.5,0,0.0835, 1,0, 5602,214
388, 38.5,0.975,0.0835, 0,0, 4741,218
400, 38.5,2.25,0.0835, 0,0, 6012,251
412, 38.5,3.6,0.0835, 0,0, 0,0
353, 41.5,-2.25,0.0835, 0,0, 7393,310
365, 41.5,-0.975,0.0835, 0,0, 5986,248
377, 41.5,0,0.0835, 0,0, 7264,246
389, 41.5,0.975,0.0835, 0,0, 6001,267
401, 41.5,2.25,0.0835, 0,0, 7354,277
413, 41.5,3.6,0.0835, 0,0, 0,0
354, 44,-2.25,0.0835, 0,0, 5615,208
366, 44,-0.975,0.0835, 0,0, 4547,169
378, 44,0,0.0835, 0,0, 5565,178
390, 44,0.975,0.0835, 0,0, 4553,184
402, 44,2.25,0.0835, 0,0, 5487,170
414, 44,3.6,0.0835, 0,0, 0,0
355, 46.5,-2.25,0.0835, 0,0, 9214,295
367, 46.5,-0.975,0.0835, 1,0, 7418,269
379, 46.5,0,0.0835, 0,0, 8941,253
391, 46.5,0.975,0.0835, 0,0, 7297,224
403, 46.5,2.25,0.0835, 1,0, 8937,259
415, 46.5,3.6,0.0835, 0,0, 0,0
356, 52,-2.25,0.0835, 1,0, 26410,684
368, 52,-0.975,0.0835, 0,0, 21844,591
380, 52,0,0.0835, 0,0, 26452,562
392, 52,0.975,0.0835, 0,0, 21300,511
404, 52,2.25,0.0835, 0,0, 25610,598
416, 52,3.6,0.0835, 0,0, 0,0
357, 59.5,-2.25,0.0835, 0,0, 21332,411
369, 59.5,-0.975,0.0835, 0,0, 18789,344
381, 59.5,0,0.0835, 1,0, 21461,322
393, 59.5,0.975,0.0835, 1,0, 18210,292
405, 59.5,2.25,0.0835, 1,0, 20796,365
417, 59.5,3.6,0.0835, 0,0, 0,0
358, 281.5,-2.25,0.0835, 2,0, 53536,615
370, 281.5,-0.975,0.0835, 2,0, 49105,505
382, 281.5,0,0.0835, 0,0, 52835,491
394, 281.5,0.975,0.0835, 2,0, 47202,472
406, 281.5,2.25,0.0835, 1,0, 50223,530
418, 281.5,3.6,0.0835, 0,0, 0,0
433, 14.5,-2.25,0.09, 1,0, 20078,213
445, 14.5,-0.975,0.09, 1,0, 14554,373
457, 14.5,0,0.09, 2,0, 16142,523
469, 14.5,0.975,0.09, 1,0, 13573,383
481, 14.5,2.25,0.09, 1,0, 18895,258
493, 14.5,3.6,0.09, 0,0, 0,0
434, 31,-2.25,0.09, 0,0, 8044,316
446, 31,-0.975,0.09, 0,0, 6141,309
458, 31,0,0.09, 0,0, 6797,293
470, 31,0.975,0.09, 0,0, 5746,288
482, 31,2.25,0.09, 0,0, 7562,269
494, 31,3.6,0.09, 0,0, 0,0
435, 35,-2.25,0.09, 0,0, 8585,351
447, 35,-0.975,0.09, 0,0, 6757,298
459, 35,0,0.09, 1,0, 7849,322
471, 35,0.975,0.09, 0,0, 6618,296
483, 35,2.25,0.09, 0,0, 8300,308
495, 35,3.6,0.09, 0,0, 0,0
436, 38.5,-2.25,0.09, 0,0, 7427,227
448, 38.5,-0.975,0.09, 0,0, 6154,233
460, 38.5,0,0.09, 0,0, 7341,235
472, 38.5,0.975,0.09, 0,0, 6277,252
484, 38.5,2.25,0.09, 0,0, 7453,263
496, 38.5,3.6,0.09, 0,0, 0,0
437, 41.5,-2.25,0.09, 0,0, 9126,273
449, 41.5,-0.975,0.09, 0,0, 7990,258
461, 41.5,0,0.09, 0,0, 9522,281
473, 41.5,0.975,0.09, 0,0, 8023,266
485, 41.5,2.25,0.09, 0,0, 9088,296
497, 41.5,3.6,0.09, 0,0, 0,0
438, 44,-2.25,0.09, 0,0, 6914,201
450, 44,-0.975,0.09, 0,0, 6034,171
462, 44,0,0.09, 0,0, 7247,176
474, 44,0.975,0.09, 0,0, 6171,177
486, 44,2.25,0.09, 1,0, 6861,192
498, 44,3.6,0.09, 0,0, 0,0
439, 46.5,-2.25,0.09, 0,0, 11281,272
451, 46.5,-0.975,0.09, 1,0, 9956,263
463, 46.5,0,0.09, 0,0, 11572,251
475, 46.5,0.975,0.09, 0,0, 9646,233
487, 46.5,2.25,0.09, 0,0, 11288,265
499, 46.5,3.6,0.09, 0,0, 0,0
440, 52,-2.25,0.09, 2,0, 32002,668
452, 52,-0.975,0.09, 0,0, 28980,536
464, 52,0,0.09, 1,0, 33683,503
476, 52,0.975,0.09, 1,0, 28111,521
488, 52,2.25,0.09, 0,0, 31336,593
500, 52,3.6,0.09, 0,0, 0,0
441, 59.5,-2.25,0.09, 1,0, 26032,426
453, 59.5,-0.975,0.09, 1,0, 24744,328
465, 59.5,0,0.09, 0,0, 27246,279
477, 59.5,0.975,0.09, 1,0, 23792,335
489, 59.5,2.25,0.09, 1,0, 24829,353
501, 59.5,3.6,0.09, 0,0, 0,0
442, 281.5,-2.25,0.09, 1,0, 61416,551
454, 281.5,-0.975,0.09, 1,0, 61683,442
466, 281.5,0,0.09, 1,0, 64354,420
478, 281.5,0.975,0.09, 1,0, 60062,444
490, 281.5,2.25,0.09, 1,0, 58975,476
502, 281.5,3.6,0.09, 0,0, 0,0
517, 14.5,-2.25,0.0965, 2,0, 32993,281
529, 14.5,-0.975,0.0965, 1,0, 24729,567
541, 14.5,0,0.0965, 0,0, 26887,628
553, 14.5,0.975,0.0965, 1,0, 23687,514
565, 14.5,2.25,0.0965, 0,0, 30637,312
577, 14.5,3.6,0.0965, 0,0, 0,0
518, 31,-2.25,0.0965, 2,0, 12982,385
530, 31,-0.975,0.0965, 0,0, 10479,368
542, 31,0,0.0965, 0,0, 11701,397
554, 31,0.975,0.0965, 1,0, 10225,368
566, 31,2.25,0.0965, 1,0, 12600,380
578, 31,3.6,0.0965, 0,0, 0,0
519, 35,-2.25,0.0965, 1,0, 14155,433
531, 35,-0.975,0.0965, 0,0, 11739,386
543, 35,0,0.0965, 0,0, 13383,431
555, 35,0.975,0.0965, 0,0, 11731,408
567, 35,2.25,0.0965, 0,0, 13522,417
579, 35,3.6,0.0965, 0,0, 0,0
520, 38.5,-2.25,0.0965, 0,0, 12158,388
532, 38.5,-0.975,0.0965, 1,0, 10912,299
544, 38.5,0,0.0965, 0,0, 12633,305
556, 38.5,0.975,0.0965, 0,0, 10933,308
568, 38.5,2.25,0.0965, 0,0, 12240,365
580, 38.5,3.6,0.0965, 0,0, 0,0
521, 41.5,-2.25,0.0965, 0,0, 14898,407
533, 41.5,-0.975,0.0965, 0,0, 13856,365
545, 41.5,0,0.0965, 1,0, 15946,310
557, 41.5,0.975,0.0965, 0,0, 13775,360
569, 41.5,2.25,0.0965, 0,0, 14862,380
581, 41.5,3.6,0.0965, 0,0, 0,0
522, 44,-2.25,0.0965, 0,0, 11207,279
534, 44,-0.975,0.0965, 0,0, 10813,216
546, 44,0,0.0965, 0,0, 12108,200
558, 44,0.975,0.0965, 0,0, 10363,233
570, 44,2.25,0.0965, 0,0, 11229,234
582, 44,3.6,0.0965, 0,0, 0,0
523, 46.5,-2.25,0.0965, 1,0, 18489,353
535, 46.5,-0.975,0.0965, 0,0, 17402,320
547, 46.5,0,0.0965, 0,0, 19655,310
559, 46.5,0.975,0.0965, 1,0, 17315,317
571, 46.5,2.25,0.0965, 0,0, 18209,379
583, 46.5,3.6,0.0965, 0,0, 0,0
524, 52,-2.25,0.0965, 3,0, 51276,887
536, 52,-0.975,0.0965, 0,0, 50120,717
548, 52,0,0.0965, 1,0, 56470,657
560, 52,0.975,0.0965, 1,0, 49145,654
572, 52,2.25,0.0965, 0,0, 50199,779
584, 52,3.6,0.0965, 0,0, 0,0
525, 59.5,-2.25,0.0965, 1,0, 40383,510
537, 59.5,-0.975,0.0965, 2,0, 40869,395
549, 59.5,0,0.0965, 0,0, 44733,311
561, 59.5,0.975,0.0965, 0,0, 40306,403
573, 59.5,2.25,0.0965, 1,0, 39080,458
585, 59.5,3.6,0.0965, 0,0, 0,0
526, 281.5,-2.25,0.0965, 3,0, 92365,673
538, 281.5,-0.975,0.0965, 0,0, 99261,517
550, 281.5,0,0.0965, 1,0, 99879,434
562, 281.5,0.975,0.0965, 3,0, 98259,499
574, 281.5,2.25,0.0965, 1,0, 89648,592
586, 281.5,3.6,0.0965, 0,0, 0,0
601, 14.5,-2.25,0.1035, 2,0, 45692,274
613, 14.5,-0.975,0.1035, 2,0, 36289,635
625, 14.5,0,0.1035, 1,0, 38878,666
637, 14.5,0.975,0.1035, 0,0, 34951,626
649, 14.5,2.25,0.1035, 1,0, 43125,312
661, 14.5,3.6,0.1035, 0,0, 0,0
602, 31,-2.25,0.1035, 1,0, 18371,425
614, 31,-0.975,0.1035, 2,0, 15870,470
626, 31,0,0.1035, 1,0, 17113,425
638, 31,0.975,0.1035, 0,0, 15246,430
650, 31,2.25,0.1035, 1,0, 17763,399
662, 31,3.6,0.1035, 0,0, 0,0
603, 35,-2.25,0.1035, 1,0, 19750,477
615, 35,-0.975,0.1035, 1,0, 17825,487
627, 35,0,0.1035, 0,0, 19710,431
639, 35,0.975,0.1035, 0,0, 17478,470
651, 35,2.25,0.1035, 1,0, 19077,473
663, 35,3.6,0.1035, 0,0, 0,0
604, 38.5,-2.25,0.1035, 1,0, 17337,380
616, 38.5,-0.975,0.1035, 0,0, 16376,325
628, 38.5,0,0.1035, 0,0, 18292,327
640, 38.5,0.975,0.1035, 1,0, 16508,409
652, 38.5,2.25,0.1035, 2,0, 17063,393
664, 38.5,3.6,0.1035, 0,0, 0,0
605, 41.5,-2.25,0.1035, 1,0, 20561,449
617, 41.5,-0.975,0.1035, 0,0, 20574,374
629, 41.5,0,0.1035, 2,0, 22634,324
641, 41.5,0.975,0.1035, 0,0, 20431,354
653, 41.5,2.25,0.1035, 0,0, 20602,400
665, 41.5,3.6,0.1035, 0,0, 0,0
606, 44,-2.25,0.1035, 0,0, 15464,299
618, 44,-0.975,0.1035, 0,0, 15737,222
630, 44,0,0.1035, 0,0, 17537,217
642, 44,0.975,0.1035, 0,0, 15636,246
654, 44,2.25,0.1035, 0,0, 15398,282
666, 44,3.6,0.1035, 0,0, 0,0
607, 46.5,-2.25,0.1035, 0,0, 24879,386
619, 46.5,-0.975,0.1035, 1,0, 25449,351
631, 46.5,0,0.1035, 0,0, 27921,313
643, 46.5,0.975,0.1035, 0,0, 25509,380
655, 46.5,2.25,0.1035, 0,0, 24893,412
667, 46.5,3.6,0.1035, 0,0, 0,0
608, 52,-2.25,0.1035, 2,0, 69192,869
620, 52,-0.975,0.1035, 0,0, 72009,760
632, 52,0,0.1035, 3,0, 79101,653
644, 52,0.975,0.1035, 1,0, 71632,734
656, 52,2.25,0.1035, 2,0, 67630,874
668, 52,3.6,0.1035, 0,0, 0,0
609, 59.5,-2.25,0.1035, 1,0, 53420,502
621, 59.5,-0.975,0.1035, 2,0, 58559,391
633, 59.5,0,0.1035, 2,0, 61627,362
645, 59.5,0.975,0.1035, 4,0, 57650,361
657, 59.5,2.25,0.1035, 2,0, 52082,490
669, 59.5,3.6,0.1035, 0,0, 0,0
610, 281.5,-2.25,0.1035, 3,0, 115099,598
622, 281.5,-0.975,0.1035, 1,0, 133675,514
634, 281.5,0,0.1035, 6,0, 130741,370
646, 281.5,0.975,0.1035, 3,0, 132202,465
658, 281.5,2.25,0.1035, 5,0, 110590,588
670, 281.5,3.6,0.1035, 0,0, 0,0
685, 14.5,-2.25,0.11, 1,0, 51927,223
697, 14.5,-0.975,0.11, 1,0, 43575,518
709, 14.5,0,0.11, 1,0, 46082,622
721, 14.5,0.975,0.11, 2,0, 42208,551
733, 14.5,2.25,0.11, 1,0, 49278,268
745, 14.5,3.6,0.11, 0,0, 0,0
686, 31,-2.25,0.11, 0,0, 21057,380
698, 31,-0.975,0.11, 1,0, 18792,407
710, 31,0,0.11, 1,0, 20288,410
722, 31,0.975,0.11, 0,0, 18634,487
734, 31,2.25,0.11, 0,0, 20350,412
746, 31,3.6,0.11, 0,0, 0,0
687, 35,-2.25,0.11, 0,0, 22336,477
699, 35,-0.975,0.11, 1,0, 21234,427
711, 35,0,0.11, 2,0, 22951,406
723, 35,0.975,0.11, 2,0, 21146,431
735, 35,2.25,0.11, 1,0, 22140,419
747, 35,3.6,0.11, 0,0, 0,0
688, 38.5,-2.25,0.11, 1,0, 19468,358
700, 38.5,-0.975,0.11, 0,0, 19715,343
712, 38.5,0,0.11, 1,0, 21430,310
724, 38.5,0.975,0.11, 0,0, 19601,344
736, 38.5,2.25,0.11, 0,0, 19507,350
748, 38.5,3.6,0.11, 0,0, 0,0
689, 41.5,-2.25,0.11, 1,0, 23219,396
701, 41.5,-0.975,0.11, 1,0, 24781,324
713, 41.5,0,0.11, 0,0, 26391,332
725, 41.5,0.975,0.11, 1,0, 24507,330
737, 41.5,2.25,0.11, 1,0, 23155,347
749, 41.5,3.6,0.11, 0,0, 0,0
690, 44,-2.25,0.11, 0,0, 17261,287
702, 44,-0.975,0.11, 3,0, 18883,250
714, 44,0,0.11, 1,0, 20052,189
726, 44,0.975,0.11, 1,0, 18705,251
738, 44,2.25,0.11, 1,0, 17217,233
750, 44,3.6,0.11, 0,0, 0,0
691, 46.5,-2.25,0.11, 1,0, 27922,394
703, 46.5,-0.975,0.11, 0,0, 30053,302
715, 46.5,0,0.11, 0,0, 32556,278
727, 46.5,0.975,0.11, 1,0, 29652,300
739, 46.5,2.25,0.11, 0,0, 27458,331
751, 46.5,3.6,0.11, 0,0, 0,0
692, 52,-2.25,0.11, 2,0, 75080,771
704, 52,-0.975,0.11, 1,0, 84148,616
716, 52,0,0.11, 1,0, 88300,489
728, 52,0.975,0.11, 0,0, 82696,666
740, 52,2.25,0.11, 4,0, 74209,722
752, 52,3.6,0.11, 0,0, 0,0
693, 59.5,-2.25,0.11, 1,0, 56617,456
705, 59.5,-0.975,0.11, 4,0, 66154,329
717, 59.5,0,0.11, 2,0, 67780,272
729, 59.5,0.975,0.11, 1,0, 64947,337
741, 59.5,2.25,0.11, 2,0, 55681,437
753, 59.5,3.6,0.11, 0,0, 0,0
694, 281.5,-2.25,0.11, 6,0, 115541,551
706, 281.5,-0.975,0.11, 3,0, 143204,368
718, 281.5,0,0.11, 2,0, 136962,294
730, 281.5,0.975,0.11, 3,0, 140228,330
742, 281.5,2.25,0.11, 1,0, 111780,461
754, 281.5,3.6,0.11, 0,0, 0,0
769, 14.5,-2.25,0.1165, 4,0, 78978,252
781, 14.5,-0.975,0.1165, 1,0, 69722,608
793, 14.5,0,0.1165, 3,0, 73150,690
805, 14.5,0.975,0.1165, 1,0, 67874,632
817, 14.5,2.25,0.1165, 6,0, 75158,256
829, 14.5,3.6,0.1165, 0,0, 0,0
770, 31,-2.25,0.1165, 1,0, 32174,470
782, 31,-0.975,0.1165, 1,0, 30423,554
794, 31,0,0.1165, 1,0, 31418,466
806, 31,0.975,0.1165, 0,0, 29816,476
818, 31,2.25,0.1165, 1,0, 30805,451
830, 31,3.6,0.1165, 0,0, 0,0
771, 35,-2.25,0.1165, 0,0, 34154,583
783, 35,-0.975,0.1165, 0,0, 33588,527
795, 35,0,0.1165, 2,0, 35948,442
807, 35,0.975,0.1165, 3,0, 33680,505
819, 35,2.25,0.1165, 0,0, 33209,517
831, 35,3.6,0.1165, 0,0, 0,0
772, 38.5,-2.25,0.1165, 0,0, 29138,469
784, 38.5,-0.975,0.1165, 1,0, 31091,410
796, 38.5,0,0.1165, 0,0, 32946,342
808, 38.5,0.975,0.1165, 1,0, 30991,405
820, 38.5,2.25,0.1165, 1,0, 28944,426
832, 38.5,3.6,0.1165, 0,0, 0,0
773, 41.5,-2.25,0.1165, 0,0, 34259,479
785, 41.5,-0.975,0.1165, 2,0, 38119,403
797, 41.5,0,0.1165, 0,0, 40367,338
809, 41.5,0.975,0.1165, 4,0, 38580,406
821, 41.5,2.25,0.1165, 1,0, 34030,473
833, 41.5,3.6,0.1165, 0,0, 0,0
774, 44,-2.25,0.1165, 0,0, 25491,312
786, 44,-0.975,0.1165, 0,0, 29019,223
798, 44,0,0.1165, 0,0, 30220,199
810, 44,0.975,0.1165, 3,0, 29145,271
822, 44,2.25,0.1165, 1,0, 25430,265
834, 44,3.6,0.1165, 0,0, 0,0
775, 46.5,-2.25,0.1165, 0,0, 40648,430
787, 46.5,-0.975,0.1165, 1,0, 46574,346
799, 46.5,0,0.1165, 2,0, 48732,317
811, 46.5,0.975,0.1165, 0,0, 46208,370
823, 46.5,2.25,0.1165, 0,0, 40503,371
835, 46.5,3.6,0.1165, 0,0, 0,0
776, 52,-2.25,0.1165, 4,0, 107820,940
788, 52,-0.975,0.1165, 4,0, 127211,689
800, 52,0,0.1165, 1,0, 131170,564
812, 52,0.975,0.1165, 6,0, 125859,706
824, 52,2.25,0.1165, 2,0, 106136,849
836, 52,3.6,0.1165, 0,0, 0,0
777, 59.5,-2.25,0.1165, 1,0, 79612,472
789, 59.5,-0.975,0.1165, 3,0, 97154,359
801, 59.5,0,0.1165, 5,0, 97541,260
813, 59.5,0.975,0.1165, 6,0, 96561,351
825, 59.5,2.25,0.1165, 0,0, 77163,458
837, 59.5,3.6,0.1165, 0,0, 0,0
778, 281.5,-2.25,0.1165, 4,0, 152754,520
790, 281.5,-0.975,0.1165, 5,0, 198477,359
802, 281.5,0,0.1165, 7,0, 185744,303
814, 281.5,0.975,0.1165, 8,0, 195758,369
826, 281.5,2.25,0.1165, 7,0, 148508,478
838, 281.5,3.6,0.1165, 0,0, 0,0
853, 14.5,-2.25,0.1235, 5,0, 103374,215
865, 14.5,-0.975,0.1235, 2,0, 95803,588
877, 14.5,0,0.1235, 2,0, 98022,657
