i_bin,x,y,z, w_jets_bin,w_tau_jets_bin, q_jets_bin,q_tau_jets_bin
607, 46.5,-2.25,0.1035, 0,0, 707,7
619, 46.5,-0.975,0.1035, 0,0, 1192,3
631, 46.5,0,0.1035, 0,0, 1564,4
643, 46.5,0.975,0.1035, 1,0, 1116,5
655, 46.5,2.25,0.1035, 0,0, 675,8
667, 46.5,3.6,0.1035, 0,0, 0,0
608, 52,-2.25,0.1035, 2,0, 1811,15
620, 52,-0.975,0.1035, 1,0, 3288,11
632, 52,0,0.1035, 2,0, 4236,10
644, 52,0.975,0.1035, 0,0, 3223,14
656, 52,2.25,0.1035, 0,0, 1781,18
668, 52,3.6,0.1035, 0,0, 0,0
609, 59.5,-2.25,0.1035, 0,0, 1531,8
621, 59.5,-0.975,0.1035, 0,0, 2844,6
633, 59.5,0,0.1035, 0,0, 3757,8
645, 59.5,0.975,0.1035, 0,0, 2888,13
657, 59.5,2.25,0.1035, 0,0, 1557,5
669, 59.5,3.6,0.1035, 0,0, 0,0
610, 281.5,-2.25,0.1035, 4,0, 43711,46
622, 281.5,-0.975,0.1035, 10,0, 114208,45
634, 281.5,0,0.1035, 13,0, 128722,45
646, 281.5,0.975,0.1035, 9,0, 114909,46
658, 281.5,2.25,0.1035, 4,0, 43415,56
670, 281.5,3.6,0.1035, 0,0, 0,0
685, 14.5,-2.25,0.11, 1,0, 3620,9
697, 14.5,-0.975,0.11, 1,0, 4969,32
709, 14.5,0,0.11, 1,0, 6405,32
721, 14.5,0.975,0.11, 1,0, 4931,25
733, 14.5,2.25,0.11, 0,0, 3410,11
745, 14.5,3.6,0.11, 0,0, 0,0
686, 31,-2.25,0.11, 0,0, 1306,14
698, 31,-0.975,0.11, 0,0, 1918,16
710, 31,0,0.11, 0,0, 2379,9
722, 31,0.975,0.11, 0,0, 1939,15
734, 31,2.25,0.11, 0,0, 1310,11
746, 31,3.6,0.11, 0,0, 0,0
687, 35,-2.25,0.11, 0,0, 1209,8
699, 35,-0.975,0.11, 0,0, 1898,17
711, 35,0,0.11, 0,0, 2370,14
723, 35,0.975,0.11, 0,0, 1846,10
735, 35,2.25,0.11, 0,0, 1090,13
747, 35,3.6,0.11, 0,0, 0,0
688, 38.5,-2.25,0.11, 0,0, 820,14
700, 38.5,-0.975,0.11, 0,0, 1390,8
712, 38.5,0,0.11, 0,0, 1792,11
724, 38.5,0.975,0.11, 0,0, 1407,9
736, 38.5,2.25,0.11, 1,0, 862,13
748, 38.5,3.6,0.11, 0,0, 0,0
689, 41.5,-2.25,0.11, 0,0, 834,16
701, 41.5,-0.975,0.11, 0,0, 1345,9
713, 41.5,0,0.11, 1,0, 1787,4
725, 41.5,0.975,0.11, 0,0, 1413,8
737, 41.5,2.25,0.11, 0,0, 772,6
749, 41.5,3.6,0.11, 0,0, 0,0
690, 44,-2.25,0.11, 0,0, 535,5
702, 44,-0.975,0.11, 0,0, 936,2
714, 44,0,0.11, 0,0, 1176,3
726, 44,0.975,0.11, 0,0, 916,3
738, 44,2.25,0.11, 0,0, 530,7
750, 44,3.6,0.11, 0,0, 0,0
691, 46.5,-2.25,0.11, 0,0, 794,9
703, 46.5,-0.975,0.11, 0,0, 1426,6
715, 46.5,0,0.11, 0,0, 1786,4
727, 46.5,0.975,0.11, 0,0, 1419,7
739, 46.5,2.25,0.11, 0,0, 801,12
751, 46.5,3.6,0.11, 0,0, 0,0
692, 52,-2.25,0.11, 0,0, 2039,20
704, 52,-0.975,0.11, 0,0, 3753,15
716, 52,0,0.11, 2,0, 4758,13
728, 52,0.975,0.11, 0,0, 3779,13
740, 52,2.25,0.11, 0,0, 2007,7
752, 52,3.6,0.11, 0,0, 0,0
693, 59.5,-2.25,0.11, 0,0, 1789,8
705, 59.5,-0.975,0.11, 0,0, 3310,8
717, 59.5,0,0.11, 0,0, 4177,6
729, 59.5,0.975,0.11, 1,0, 3317,7
741, 59.5,2.25,0.11, 0,0, 1789,17
753, 59.5,3.6,0.11, 0,0, 0,0
694, 281.5,-2.25,0.11, 3,0, 37892,40
706, 281.5,-0.975,0.11, 11,0, 102172,31
718, 281.5,0,0.11, 10,0, 111987,29
730, 281.5,0.975,0.11, 11,0, 101686,33
742, 281.5,2.25,0.11, 3,0, 38295,31
754, 281.5,3.6,0.11, 0,0, 0,0
769, 14.5,-2.25,0.1165, 1,0, 5547,16
781, 14.5,-0.975,0.1165, 1,0, 7772,24
793, 14.5,0,0.1165, 0,0, 9684,22
805, 14.5,0.975,0.1165, 2,0, 7776,35
817, 14.5,2.25,0.1165, 0,0, 5369,19
829, 14.5,3.6,0.1165, 0,0, 0,0
770, 31,-2.25,0.1165, 2,0, 1906,25
782, 31,-0.975,0.1165, 0,0, 3002,18
794, 31,0,0.1165, 0,0, 3689,31
806, 31,0.975,0.1165, 0,0, 3014,18
818, 31,2.25,0.1165, 0,0, 1848,26
830, 31,3.6,0.1165, 0,0, 0,0
771, 35,-2.25,0.1165, 0,0, 1815,21
783, 35,-0.975,0.1165, 0,0, 2925,15
795, 35,0,0.1165, 0,0, 3652,16
807, 35,0.975,0.1165, 1,0, 2873,20
819, 35,2.25,0.1165, 0,0, 1652,16
831, 35,3.6,0.1165, 0,0, 0,0
772, 38.5,-2.25,0.1165, 0,0, 1295,12
784, 38.5,-0.975,0.1165, 0,0, 2215,11
796, 38.5,0,0.1165, 0,0, 2688,13
808, 38.5,0.975,0.1165, 0,0, 2143,4
820, 38.5,2.25,0.1165, 0,0, 1217,17
832, 38.5,3.6,0.1165, 0,0, 0,0
773, 41.5,-2.25,0.1165, 0,0, 1230,9
785, 41.5,-0.975,0.1165, 0,0, 2147,14
797, 41.5,0,0.1165, 1,0, 2644,6
809, 41.5,0.975,0.1165, 0,0, 2150,15
821, 41.5,2.25,0.1165, 0,0, 1224,15
833, 41.5,3.6,0.1165, 0,0, 0,0
774, 44,-2.25,0.1165, 0,0, 805,4
786, 44,-0.975,0.1165, 0,0, 1409,4
798, 44,0,0.1165, 1,0, 1767,2
810, 44,0.975,0.1165, 0,0, 1393,2
822, 44,2.25,0.1165, 0,0, 806,3
834, 44,3.6,0.1165, 0,0, 0,0
775, 46.5,-2.25,0.1165, 0,0, 1174,2
787, 46.5,-0.975,0.1165, 1,0, 2076,8
799, 46.5,0,0.1165, 0,0, 2584,1
811, 46.5,0.975,0.1165, 0,0, 2073,8
823, 46.5,2.25,0.1165, 0,0, 1170,10
835, 46.5,3.6,0.1165, 0,0, 0,0
776, 52,-2.25,0.1165, 0,0, 3068,19
788, 52,-0.975,0.1165, 2,0, 5715,14
800, 52,0,0.1165, 0,0, 6823,9
812, 52,0.975,0.1165, 0,0, 5615,12
824, 52,2.25,0.1165, 0,0, 2903,13
836, 52,3.6,0.1165, 0,0, 0,0
777, 59.5,-2.25,0.1165, 0,0, 2518,8
789, 59.5,-0.975,0.1165, 0,0, 4936,11
801, 59.5,0,0.1165, 2,0, 6037,3
813, 59.5,0.975,0.1165, 1,0, 4849,4
825, 59.5,2.25,0.1165, 0,0, 2463,9
837, 59.5,3.6,0.1165, 0,0, 0,0
778, 281.5,-2.25,0.1165, 3,0, 43989,38
790, 281.5,-0.975,0.1165, 6,0, 120022,32
802, 281.5,0,0.1165, 14,0, 129630,32
814, 281.5,0.975,0.1165, 9,0, 119340,40
826, 281.5,2.25,0.1165, 4,0, 44327,31
838, 281.5,3.6,0.1165, 0,0, 0,0
853, 14.5,-2.25,0.1235, 1,0, 7163,6
865, 14.5,-0.975,0.1235, 0,0, 10543,38
877, 14.5,0,0.1235, 0,0, 12657,31
889, 14.5,0.975,0.1235, 0,0, 10242,34
901, 14.5,2.25,0.1235, 0,0, 6923,20
913, 14.5,3.6,0.1235, 0,0, 0,0
854, 31,-2.25,0.1235, 0,0, 2486,13
866, 31,-0.975,0.1235, 2,0, 4077,29
878, 31,0,0.1235, 0,0, 4850,25
890, 31,0.975,0.1235, 0,0, 3968,17
