i_bin,x,y,z, w_jets_bin,w_tau_jets_bin, q_jets_bin,q_tau_jets_bin
658, 281.5,2.25,0.1035, 1006,5, 4954,13
670, 281.5,3.6,0.1035, 0,0, 0,0
685, 14.5,-2.25,0.11, 67,0, 1919,13
697, 14.5,-0.975,0.11, 72,1, 1645,16
709, 14.5,0,0.11, 98,1, 1779,34
721, 14.5,0.975,0.11, 76,2, 1736,20
733, 14.5,2.25,0.11, 67,1, 1928,4
745, 14.5,3.6,0.11, 0,0, 0,0
686, 31,-2.25,0.11, 26,0, 784,16
698, 31,-0.975,0.11, 53,1, 738,17
710, 31,0,0.11, 52,1, 776,14
722, 31,0.975,0.11, 40,0, 783,13
734, 31,2.25,0.11, 35,0, 788,16
746, 31,3.6,0.11, 0,0, 0,0
687, 35,-2.25,0.11, 38,1, 826,20
699, 35,-0.975,0.11, 56,1, 920,16
711, 35,0,0.11, 57,3, 958,16
723, 35,0.975,0.11, 49,0, 849,15
735, 35,2.25,0.11, 39,0, 892,24
747, 35,3.6,0.11, 0,0, 0,0
688, 38.5,-2.25,0.11, 35,0, 759,15
700, 38.5,-0.975,0.11, 44,0, 916,13
712, 38.5,0,0.11, 54,1, 988,16
724, 38.5,0.975,0.11, 29,1, 865,18
736, 38.5,2.25,0.11, 20,0, 718,20
748, 38.5,3.6,0.11, 0,0, 0,0
689, 41.5,-2.25,0.11, 26,0, 910,18
701, 41.5,-0.975,0.11, 41,1, 1132,17
713, 41.5,0,0.11, 32,1, 1195,10
725, 41.5,0.975,0.11, 35,0, 1076,25
737, 41.5,2.25,0.11, 33,1, 894,15
749, 41.5,3.6,0.11, 0,0, 0,0
690, 44,-2.25,0.11, 6,0, 679,9
702, 44,-0.975,0.11, 29,1, 726,13
714, 44,0,0.11, 36,1, 819,8
726, 44,0.975,0.11, 23,0, 780,10
738, 44,2.25,0.11, 23,0, 669,10
750, 44,3.6,0.11, 0,0, 0,0
691, 46.5,-2.25,0.11, 31,0, 1035,8
703, 46.5,-0.975,0.11, 55,1, 1160,17
715, 46.5,0,0.11, 56,1, 1129,7
727, 46.5,0.975,0.11, 48,0, 1110,14
739, 46.5,2.25,0.11, 15,0, 1041,13
751, 46.5,3.6,0.11, 0,0, 0,0
692, 52,-2.25,0.11, 71,1, 2327,27
704, 52,-0.975,0.11, 133,1, 2551,25
716, 52,0,0.11, 130,1, 2400,17
728, 52,0.975,0.11, 104,0, 2398,16
740, 52,2.25,0.11, 64,0, 2310,20
752, 52,3.6,0.11, 0,0, 0,0
693, 59.5,-2.25,0.11, 71,0, 1491,8
705, 59.5,-0.975,0.11, 97,0, 1564,5
717, 59.5,0,0.11, 139,1, 1719,5
729, 59.5,0.975,0.11, 135,2, 1701,10
741, 59.5,2.25,0.11, 80,0, 1455,11
753, 59.5,3.6,0.11, 0,0, 0,0
694, 281.5,-2.25,0.11, 956,2, 4955,11
706, 281.5,-0.975,0.11, 2201,3, 7534,12
718, 281.5,0,0.11, 2287,4, 7686,8
