i_bin,x,y,z, w_jets_bin,w_tau_jets_bin, q_jets_bin,q_tau_jets_bin
97, 14.5,-2.25,0.03, 1,0, 8682,213
109, 14.5,-0.975,0.03, 1,0, 3736,242
121, 14.5,0,0.03, 0,0, 4620,348
133, 14.5,0.975,0.03, 0,0, 3496,240
145, 14.5,2.25,0.03, 1,0, 7496,252
157, 14.5,3.6,0.03, 0,0, 0,0
98, 31,-2.25,0.03, 0,0, 2509,210
110, 31,-0.975,0.03, 0,0, 1189,133
122, 31,0,0.03, 0,0, 1422,176
134, 31,0.975,0.03, 0,0, 1147,116
146, 31,2.25,0.03, 0,0, 2345,183
158, 31,3.6,0.03, 0,0, 0,0
99, 35,-2.25,0.03, 0,0, 2483,223
111, 35,-0.975,0.03, 0,0, 1226,139
123, 35,0,0.03, 0,0, 1489,184
135, 35,0.975,0.03, 0,0, 1125,148
147, 35,2.25,0.03, 0,0, 2352,200
159, 35,3.6,0.03, 0,0, 0,0
100, 38.5,-2.25,0.03, 0,0, 2021,175
112, 38.5,-0.975,0.03, 0,0, 986,105
124, 38.5,0,0.03, 0,0, 1408,161
136, 38.5,0.975,0.03, 0,0, 942,110
148, 38.5,2.25,0.03, 1,0, 1925,127
160, 38.5,3.6,0.03, 0,0, 0,0
101, 41.5,-2.25,0.03, 0,0, 2361,185
113, 41.5,-0.975,0.03, 0,0, 1211,128
125, 41.5,0,0.03, 0,0, 1585,165
137, 41.5,0.975,0.03, 0,0, 1162,111
149, 41.5,2.25,0.03, 0,0, 2275,178
161, 41.5,3.6,0.03, 0,0, 0,0
102, 44,-2.25,0.03, 0,0, 1689,136
114, 44,-0.975,0.03, 0,0, 883,90
126, 44,0,0.03, 0,0, 1126,115
138, 44,0.975,0.03, 0,0, 877,91
150, 44,2.25,0.03, 0,0, 1597,122
162, 44,3.6,0.03, 0,0, 0,0
103, 46.5,-2.25,0.03, 0,0, 2828,222
115, 46.5,-0.975,0.03, 0,0, 1355,145
127, 46.5,0,0.03, 0,0, 1917,175
139, 46.5,0.975,0.03, 0,0, 1269,130
151, 46.5,2.25,0.03, 0,0, 2627,190
163, 46.5,3.6,0.03, 0,0, 0,0
104, 52,-2.25,0.03, 0,0, 7658,508
116, 52,-0.975,0.03, 0,0, 3979,345
128, 52,0,0.03, 0,0, 5468,482
140, 52,0.975,0.03, 0,0, 3670,309
152, 52,2.25,0.03, 0,0, 7375,456
164, 52,3.6,0.03, 0,0, 0,0
105, 59.5,-2.25,0.03, 0,0, 6289,364
117, 59.5,-0.975,0.03, 0,0, 3168,241
129, 59.5,0,0.03, 0,0, 4190,298
141, 59.5,0.975,0.03, 0,0, 3015,232
153, 59.5,2.25,0.03, 1,0, 5818,284
165, 59.5,3.6,0.03, 0,0, 0,0
106, 281.5,-2.25,0.03, 0,0, 15877,628
118, 281.5,-0.975,0.03, 0,0, 8324,430
130, 281.5,0,0.03, 0,0, 10868,487
142, 281.5,0.975,0.03, 0,0, 8029,403
154, 281.5,2.25,0.03, 1,0, 14853,580
166, 281.5,3.6,0.03, 0,0, 0,0
181, 14.5,-2.25,0.065, 0,0, 8068,179
193, 14.5,-0.975,0.065, 0,0, 4474,223
205, 14.5,0,0.065, 0,0, 5393,299
217, 14.5,0.975,0.065, 0,0, 4307,233
229, 14.5,2.25,0.065, 2,0, 7414,183
241, 14.5,3.6,0.065, 0,0, 0,0
182, 31,-2.25,0.065, 0,0, 2880,192
194, 31,-0.975,0.065, 0,0, 1662,131
206, 31,0,0.065, 0,0, 1970,172
218, 31,0.975,0.065, 0,0, 1569,116
230, 31,2.25,0.065, 0,0, 2799,180
242, 31,3.6,0.065, 0,0, 0,0
183, 35,-2.25,0.065, 0,0, 3025,203
195, 35,-0.975,0.065, 0,0, 1709,150
207, 35,0,0.065, 0,0, 2140,175
219, 35,0.975,0.065, 0,0, 1689,131
231, 35,2.25,0.065, 0,0, 2745,173
243, 35,3.6,0.065, 0,0, 0,0
184, 38.5,-2.25,0.065, 0,0, 2554,158
196, 38.5,-0.975,0.065, 0,0, 1616,124
208, 38.5,0,0.065, 0,0, 2038,146
220, 38.5,0.975,0.065, 0,0, 1563,119
232, 38.5,2.25,0.065, 0,0, 2435,157
244, 38.5,3.6,0.065, 0,0, 0,0
