i_bin,x,y,z, w_jets_bin,w_tau_jets_bin, q_jets_bin,q_tau_jets_bin
97, 14.5,-2.25,0.03, 0,0, 4057,63
109, 14.5,-0.975,0.03, 0,0, 2544,62
121, 14.5,0,0.03, 0,0, 3472,101
133, 14.5,0.975,0.03, 0,0, 2354,50
145, 14.5,2.25,0.03, 0,0, 3560,72
157, 14.5,3.6,0.03, 0,0, 0,0
98, 31,-2.25,0.03, 0,0, 1198,58
110, 31,-0.975,0.03, 0,0, 746,32
122, 31,0,0.03, 0,0, 1009,49
134, 31,0.975,0.03, 0,0, 721,25
146, 31,2.25,0.03, 0,0, 1115,35
158, 31,3.6,0.03, 0,0, 0,0
99, 35,-2.25,0.03, 0,0, 1060,48
111, 35,-0.975,0.03, 0,0, 713,20
123, 35,0,0.03, 0,0, 892,32
135, 35,0.975,0.03, 0,0, 636,26
147, 35,2.25,0.03, 0,0, 990,49
159, 35,3.6,0.03, 0,0, 0,0
100, 38.5,-2.25,0.03, 0,0, 740,30
112, 38.5,-0.975,0.03, 0,0, 513,15
124, 38.5,0,0.03, 0,0, 680,26
136, 38.5,0.975,0.03, 0,0, 474,20
148, 38.5,2.25,0.03, 0,0, 668,30
160, 38.5,3.6,0.03, 0,0, 0,0
101, 41.5,-2.25,0.03, 0,0, 714,24
113, 41.5,-0.975,0.03, 0,0, 484,20
125, 41.5,0,0.03, 0,0, 624,14
137, 41.5,0.975,0.03, 0,0, 455,11
149, 41.5,2.25,0.03, 0,0, 670,22
161, 41.5,3.6,0.03, 0,0, 0,0
102, 44,-2.25,0.03, 0,0, 463,25
114, 44,-0.975,0.03, 0,0, 324,11
126, 44,0,0.03, 0,0, 437,10
138, 44,0.975,0.03, 0,0, 309,9
150, 44,2.25,0.03, 0,0, 437,18
162, 44,3.6,0.03, 0,0, 0,0
103, 46.5,-2.25,0.03, 0,0, 642,30
115, 46.5,-0.975,0.03, 0,0, 450,12
127, 46.5,0,0.03, 0,0, 604,14
139, 46.5,0.975,0.03, 0,0, 418,16
151, 46.5,2.25,0.03, 0,0, 622,29
163, 46.5,3.6,0.03, 0,0, 0,0
104, 52,-2.25,0.03, 0,0, 1670,58
116, 52,-0.975,0.03, 0,0, 1211,25
128, 52,0,0.03, 0,0, 1706,44
140, 52,0.975,0.03, 1,0, 1167,28
152, 52,2.25,0.03, 0,0, 1536,59
164, 52,3.6,0.03, 0,0, 0,0
105, 59.5,-2.25,0.03, 0,0, 1506,44
117, 59.5,-0.975,0.03, 0,0, 981,18
129, 59.5,0,0.03, 0,0, 1478,28
141, 59.5,0.975,0.03, 0,0, 951,25
153, 59.5,2.25,0.03, 0,0, 1402,40
165, 59.5,3.6,0.03, 0,0, 0,0
106, 281.5,-2.25,0.03, 27,0, 280753,1612
118, 281.5,-0.975,0.03, 17,0, 223124,1176
130, 281.5,0,0.03, 29,0, 336886,1429
142, 281.5,0.975,0.03, 21,0, 218517,1133
154, 281.5,2.25,0.03, 12,0, 273303,1375
166, 281.5,3.6,0.03, 0,0, 0,0
181, 14.5,-2.25,0.065, 0,0, 3721,55
193, 14.5,-0.975,0.065, 0,0, 2666,48
205, 14.5,0,0.065, 0,0, 3453,93
217, 14.5,0.975,0.065, 0,0, 2539,69
229, 14.5,2.25,0.065, 1,0, 3372,57
241, 14.5,3.6,0.065, 0,0, 0,0
182, 31,-2.25,0.065, 0,0, 1274,56
194, 31,-0.975,0.065, 0,0, 945,40
206, 31,0,0.065, 1,0, 1176,42
218, 31,0.975,0.065, 0,0, 900,44
230, 31,2.25,0.065, 0,0, 1106,34
242, 31,3.6,0.065, 0,0, 0,0
183, 35,-2.25,0.065, 0,0, 1123,39
